# Sat Sep 12 18:25:56 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 1 0 1 0 1 
500 1 0 1 0 1 
600 1 0 1 0 1 
700 1 0 3 0 1 
800 2 0.00228915 5 0 1 
900 3 0.00518558 9 0.000115596 1.00013 
1000 2 0.00549681 8 0 1 
1100 4 0.00879945 11 8.61926e-05 1.00009 
1200 4 0.0146631 14 0.000226572 1.00025 
1300 4 0.0169522 14 0.000482588 1.00053 
1400 4 0.0268111 15 0.000493881 1.00053 
1500 4 0.024397 17 0.000280595 1.0003 
1600 5 0.0289539 17 0.000369206 1.00039 
1700 5 0.0272112 19 0.000286635 1.00031 
1800 5 0.0312294 21 0.000722617 1.00077 
1900 5 0.038341 23 0.000562517 1.00059 
2000 5 0.0365466 23 0.000493837 1.00052 
2100 5 0.0376203 21 0.000508857 1.00054 
2200 6 0.0460922 26 0.000816704 1.00088 
2300 6 0.0506642 28 0.00123281 1.00132 
2400 5 0.0518736 27 0.00114247 1.00121 
2500 6 0.0562344 34 0.00131592 1.00138 
2600 6 0.059656 36 0.00159821 1.00168 
2700 6 0.0653603 35 0.00196432 1.00207 
2800 6 0.0685484 33 0.00229335 1.00244 
2900 6 0.0692751 39 0.00258745 1.00274 
3000 7 0.0781433 36 0.00314223 1.00328 
3100 7 0.0810055 37 0.00311732 1.00324 
3200 7 0.086752 36 0.00341854 1.0036 
3300 8 0.0901957 37 0.00322479 1.00341 
3400 7 0.0968152 37 0.00387305 1.00406 
3500 8 0.107471 43 0.00485993 1.00509 
3600 8 0.11246 41 0.00510466 1.00532 
3700 8 0.122058 43 0.00584555 1.00611 
3800 8 0.132055 42 0.00674408 1.00705 
3900 7 0.139452 45 0.00669496 1.00698 
4000 7 0.143676 45 0.00704701 1.0074 
4100 8 0.15127 45 0.00730343 1.00762 
4200 8 0.16237 46 0.00794439 1.00832 
4300 8 0.170574 52 0.0081175 1.00853 
4400 8 0.189704 51 0.00917772 1.00962 
4500 8 0.203523 55 0.00981899 1.01029 
4600 8 0.221898 51 0.0114186 1.01191 
4700 8 0.234998 53 0.0110717 1.0116 
4800 8 0.260837 48 0.0113405 1.01189 
4900 8 0.288637 47 0.0124413 1.01302 
5000 8 0.31519 43 0.0127207 1.01331 
5100 8 0.356787 48 0.012966 1.01359 
5200 8 0.403778 46 0.0125775 1.01309 
5300 9 0.44284 43 0.0128884 1.01347 
5400 8 0.509865 40 0.0122316 1.01275 
5500 8 0.564456 42 0.0137092 1.01436 
5600 9 0.642812 41 0.0149141 1.01562 
5700 9 0.711168 44 0.0162953 1.01708 
5800 9 0.781066 44 0.0158482 1.01666 
5900 9 0.869938 47 0.0171221 1.01801 
6000 9 0.963475 45 0.0173826 1.01825 
6100 9 1.0674 39 0.0191475 1.02004 
6200 9 1.13588 41 0.0194086 1.02023 
6300 9 1.21813 43 0.0214665 1.02242 
6400 10 1.32032 45 0.0253493 1.02646 
6500 11 1.3842 50 0.0263177 1.02764 
6600 10 1.46004 56 0.0286811 1.03012 
6700 12 1.53271 54 0.0304427 1.03199 
6800 11 1.58163 53 0.0294311 1.03096 
6900 12 1.65601 65 0.0321431 1.03384 
7000 11 1.7158 63 0.035748 1.03773 
7100 11 1.76797 66 0.0380534 1.04023 
7200 11 1.80206 70 0.0416743 1.04406 
7300 11 1.8247 76 0.0440889 1.04654 
7400 12 1.85758 81 0.0460962 1.04875 
7500 13 1.86898 81 0.0489013 1.05164 
7600 13 1.89961 87 0.0534896 1.05642 
7700 13 1.92444 92 0.058425 1.06159 
7800 13 1.917 89 0.0575463 1.06069 
7900 13 1.92877 91 0.0582496 1.06162 
8000 11 1.92962 99 0.0595748 1.06308 
8100 11 1.93294 100 0.0596582 1.06307 
8200 11 1.93618 96 0.0616248 1.06509 
8300 12 1.93355 92 0.0612668 1.06443 
8400 12 1.95106 92 0.0655468 1.06884 
8500 12 1.94906 102 0.0655774 1.06892 
8600 12 1.95327 102 0.0663043 1.06964 
8700 11 1.95754 104 0.06643 1.06975 
8800 11 1.95724 103 0.0655217 1.06875 
8900 12 1.96267 105 0.0644078 1.06761 
9000 12 1.95738 107 0.062612 1.0656 
9100 13 1.9514 114 0.060541 1.06356 
9200 12 1.9535 109 0.0604443 1.06345 
9300 12 1.93294 101 0.0572198 1.06004 
9400 13 1.92734 104 0.0546488 1.05717 
9500 13 1.93571 109 0.0549012 1.05742 
9600 14 1.95452 113 0.0562481 1.05889 
9700 14 1.9709 115 0.0575046 1.06013 
9800 13 1.99587 115 0.0606664 1.06349 
9900 13 2.01935 119 0.0633905 1.06625 
10000 13 2.05721 128 0.068774 1.07182 
10100 13 2.06625 131 0.0693717 1.07222 
10200 12 2.08721 134 0.0703342 1.07357 
10300 13 2.11191 142 0.0745902 1.07827 
10400 12 2.11528 134 0.074029 1.07765 
10500 13 2.13776 140 0.077474 1.08133 
10600 13 2.14572 138 0.077226 1.08113 
10700 12 2.14896 140 0.0750491 1.07876 
10800 12 2.16 136 0.0754393 1.07944 
10900 12 2.15862 135 0.0740052 1.07783 
11000 12 2.18343 141 0.0779252 1.0819 
11100 11 2.1921 148 0.0776218 1.0813 
11200 13 2.22038 147 0.0826965 1.08661 
11300 13 2.22916 155 0.0830123 1.0873 
11400 13 2.22459 143 0.0815234 1.08548 
11500 13 2.23309 155 0.081351 1.08567 
11600 13 2.24487 156 0.0828302 1.08714 
11700 13 2.24711 160 0.0820253 1.0862 
11800 13 2.25596 161 0.0832142 1.08761 
11900 13 2.25836 162 0.0832975 1.08752 
12000 14 2.26803 166 0.084737 1.08935 
12100 14 2.26534 174 0.0858031 1.09029 
12200 15 2.27942 182 0.0890433 1.0936 
12300 15 2.28606 188 0.0924376 1.09717 
12400 15 2.30186 181 0.0952134 1.10034 
12500 15 2.31636 185 0.0982986 1.10344 
