# Sat Aug 29 12:07:47 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0854566 2 0 0.0107089 
3200 2 0.149703 2 0 0.0214857 
3300 2 0.226994 2 0 0.0367089 
3400 2 0.328402 2 0 0.0602414 
3500 2 0.475168 2 0 0.101957 
3600 2 0.618893 2 0 0.153647 
3700 2 0.744632 2 0 0.211654 
3800 2 0.877297 2 0 0.296762 
3900 2 0.971907 2 0 0.401649 
4000 2 0.999383 2 0 0.514626 
4100 2 0.939761 2 0 0.643474 
4200 2 0.831876 2 0 0.736571 
4300 2 0.819958 2 0 0.744449 
4400 2 0.885017 2 0 0.696926 
4500 2 0.941899 2 0 0.640941 
4600 2 0.956729 2 0 0.621844 
4700 2 0.934552 2 0 0.649457 
4800 2 0.889954 2 0 0.692766 
4900 2 0.848618 2 0 0.72495 
5000 2 0.831163 2 0 0.737052 
5100 2 0.818691 2 0 0.745269 
5200 2 0.835679 2 0 0.733991 
5300 2 0.831345 2 0 0.736929 
5400 2 0.825916 2 0 0.74055 
5500 2 0.825279 2 0 0.74097 
5600 2 0.828262 2 0 0.738993 
5700 2 0.833448 2 0 0.735509 
5800 2 0.831868 2 0 0.736577 
5900 2 0.82307 2 0 0.742422 
6000 2 0.824746 2 0 0.741321 
6100 2 0.840862 2 0 0.73042 
6200 2 0.838383 2 0 0.732136 
6300 2 0.843234 2 0 0.728763 
6400 2 0.844434 2 0 0.72792 
6500 2 0.854178 2 0 0.720932 
6600 2 0.861191 2 0 0.71574 
6700 2 0.855415 2 0 0.720026 
6800 2 0.859018 2 0 0.717364 
6900 2 0.853141 2 0 0.721687 
7000 2 0.853551 2 0 0.721389 
7100 2 0.85241 2 0 0.722219 
7200 2 0.863829 2 0 0.713749 
7300 2 0.87501 2 0 0.705066 
7400 2 0.868305 2 0 0.710322 
7500 2 0.866544 2 0 0.711678 
7600 2 0.845849 2 0 0.72692 
7700 2 0.857184 2 0 0.718724 
7800 2 0.870001 2 0 0.709007 
7900 2 0.88799 2 0 0.694433 
8000 2 0.896999 2 0 0.686653 
8100 2 0.890513 2 0 0.692289 
8200 2 0.88254 2 0 0.698975 
8300 2 0.883725 2 0 0.697998 
8400 2 0.890044 2 0 0.69269 
8500 2 0.891007 2 0 0.691867 
8600 2 0.892219 2 0 0.690825 
8700 2 0.890571 2 0 0.69224 
8800 2 0.89676 2 0 0.686864 
8900 2 0.89871 2 0 0.685134 
9000 2 0.906574 2 0 0.677971 
9100 2 0.904142 2 0 0.68022 
9200 2 0.901737 2 0 0.682414 
9300 2 0.905663 2 0 0.678817 
9400 2 0.898075 2 0 0.6857 
9500 2 0.895243 2 0 0.688197 
9600 2 0.898535 2 0 0.68529 
9700 2 0.895582 2 0 0.687901 
9800 2 0.900416 2 0 0.683607 
9900 2 0.894249 2 0 0.689066 
10000 2 0.894374 2 0 0.688957 
10100 2 0.899961 2 0 0.684016 
10200 2 0.910081 2 0 0.674673 
10300 2 0.921817 2 0 0.663104 
10400 2 0.930662 2 0 0.653764 
10500 2 0.927726 2 0 0.65693 
10600 2 0.925114 2 0 0.659691 
10700 2 0.919603 2 0 0.665354 
10800 2 0.908186 2 0 0.676463 
10900 2 0.910303 2 0 0.674461 
11000 2 0.912803 2 0 0.672065 
11100 2 0.920233 2 0 0.664717 
11200 2 0.924449 2 0 0.660386 
11300 2 0.919781 2 0 0.665174 
11400 2 0.923544 2 0 0.661326 
11500 2 0.917762 2 0 0.6672 
11600 2 0.91708 2 0 0.667878 
11700 2 0.920411 2 0 0.664537 
11800 2 0.92974 2 0 0.654765 
11900 2 0.925457 2 0 0.659332 
12000 2 0.927407 2 0 0.65727 
12100 2 0.937098 2 0 0.646565 
12200 2 0.930109 2 0 0.654366 
12300 2 0.918781 2 0 0.666181 
12400 2 0.913875 2 0 0.671026 
12500 2 0.921538 2 0 0.66339 
12600 2 0.925607 2 0 0.659174 
12700 2 0.917023 2 0 0.667934 
12800 2 0.921479 2 0 0.66345 
12900 2 0.921432 2 0 0.663498 
13000 2 0.919873 2 0 0.665081 
13100 2 0.932164 2 0 0.652116 
13200 2 0.929608 2 0 0.654908 
13300 2 0.928837 2 0 0.65574 
13400 2 0.933686 2 0 0.650427 
13500 2 0.931548 2 0 0.652794 
13600 2 0.927869 2 0 0.656777 
13700 2 0.915809 2 0 0.669134 
13800 2 0.921081 2 0 0.663856 
13900 2 0.912467 2 0 0.672388 
14000 2 0.917367 2 0 0.667593 
14100 2 0.91394 2 0 0.670962 
14200 2 0.911654 2 0 0.67317 
14300 2 0.926865 2 0 0.657846 
14400 2 0.930825 2 0 0.653585 
14500 2 0.939181 2 0 0.644154 
14600 2 0.936905 2 0 0.646786 
14700 2 0.934113 2 0 0.64995 
14800 2 0.920945 2 0 0.663994 
14900 2 0.913417 2 0 0.671471 
15000 2 0.918296 2 0 0.666667 
15100 2 0.909814 2 0 0.674926 
15200 2 0.922786 2 0 0.662109 
15300 2 0.930958 2 0 0.65344 
15400 2 0.938798 2 0 0.644601 
15500 2 0.951803 2 0 0.628518 
15600 2 0.948658 2 0 0.632596 
15700 2 0.939231 2 0 0.644096 
15800 2 0.929511 2 0 0.655013 
15900 2 0.922169 2 0 0.662743 
16000 2 0.916176 2 0 0.668772 
16100 2 0.911978 2 0 0.672859 
16200 2 0.908202 2 0 0.676449 
