# Avida Dominant Parasite Data
# Sat Sep 12 18:26:00 2020
#  1: Update
#  2: Number of Extant Parasites

0 0 
100 0 
200 0 
300 0 
400 0 
500 0 
600 0 
700 0 
800 0 
900 0 
1000 0 
1100 0 
1200 0 
1300 0 
1400 0 
1500 0 
1600 0 
1700 0 
1800 0 
1900 0 
2000 0 
2100 0 
2200 0 
2300 0 
2400 0 
2500 0 
2600 0 
2700 0 
2800 0 
2900 0 
3000 0 
3100 232 
3200 352 
3300 443 
3400 569 
3500 691 
3600 863 
3700 1022 
3800 1190 
3900 1369 
4000 1449 
4100 1595 
4200 1795 
4300 2066 
4400 2178 
4500 2384 
4600 2682 
4700 2949 
4800 3252 
4900 3500 
5000 3782 
5100 3982 
5200 4155 
5300 4394 
5400 4731 
5500 5030 
5600 5368 
5700 5888 
5800 6353 
5900 6705 
6000 6407 
6100 6222 
6200 5868 
6300 5883 
6400 5977 
6500 6203 
6600 6433 
6700 6534 
6800 6874 
6900 6762 
7000 6665 
7100 6495 
7200 6180 
7300 5956 
7400 5771 
7500 5361 
7600 5121 
7700 5033 
7800 4892 
7900 4622 
8000 4542 
8100 4443 
8200 4373 
8300 4262 
8400 4140 
8500 4098 
8600 4045 
8700 4041 
8800 4059 
8900 4205 
9000 4275 
9100 4404 
9200 4511 
9300 4560 
9400 4685 
9500 5000 
9600 5118 
9700 5034 
9800 5014 
9900 4762 
10000 4623 
10100 4432 
10200 4328 
10300 4241 
10400 4152 
10500 3887 
10600 3758 
10700 3557 
10800 3350 
10900 3204 
11000 3121 
11100 3235 
11200 3280 
11300 3198 
11400 3183 
11500 3133 
11600 3104 
11700 3027 
11800 2938 
11900 2950 
12000 2975 
12100 2921 
12200 2856 
12300 2830 
12400 2896 
12500 2972 
12600 3031 
12700 3044 
12800 3105 
12900 3133 
13000 3140 
13100 3122 
13200 3126 
13300 3159 
13400 3124 
13500 3172 
13600 3098 
13700 2896 
13800 2656 
13900 2575 
14000 2595 
14100 2696 
14200 2833 
14300 2894 
14400 2802 
14500 2764 
14600 2732 
14700 2719 
14800 2682 
14900 2696 
15000 2603 
15100 2455 
15200 2430 
15300 2440 
15400 2490 
15500 2610 
15600 2745 
15700 2861 
15800 2826 
15900 2812 
16000 2759 
16100 2712 
16200 2725 
16300 2623 
16400 2483 
16500 2318 
16600 2279 
16700 2304 
16800 2348 
16900 2405 
17000 2484 
17100 2555 
17200 2516 
17300 2416 
17400 2368 
17500 2389 
17600 2368 
17700 2393 
17800 2463 
17900 2429 
18000 2349 
18100 2291 
18200 2371 
18300 2598 
18400 2617 
18500 2708 
18600 2554 
18700 2486 
18800 2410 
18900 2417 
19000 2504 
19100 2475 
19200 2636 
19300 2877 
19400 3143 
19500 3229 
19600 3414 
19700 3429 
19800 3234 
19900 3083 
20000 2829 
20100 2695 
20200 2651 
20300 2617 
20400 2394 
20500 2209 
20600 2050 
20700 2034 
20800 1965 
20900 1886 
21000 1743 
21100 1716 
21200 1735 
21300 1820 
21400 1859 
21500 1898 
21600 2037 
21700 2131 
21800 2179 
21900 2199 
22000 2117 
22100 1969 
22200 1807 
22300 1676 
22400 1578 
22500 1556 
22600 1484 
22700 1414 
22800 1313 
22900 1392 
23000 1457 
23100 1516 
23200 1577 
23300 1628 
23400 1745 
23500 1862 
23600 1988 
23700 2098 
23800 2178 
23900 2150 
24000 2242 
24100 2286 
24200 2372 
24300 2280 
24400 2328 
24500 2337 
24600 2301 
24700 2155 
24800 2005 
24900 1921 
25000 1841 
25100 1694 
25200 1570 
25300 1535 
25400 1618 
25500 1696 
25600 1899 
25700 1921 
25800 1903 
25900 1740 
26000 1581 
26100 1503 
26200 1466 
26300 1540 
26400 1570 
26500 1625 
26600 1795 
26700 1938 
26800 2119 
26900 2262 
27000 2326 
27100 2416 
27200 2368 
27300 2168 
27400 1940 
27500 1978 
27600 2074 
27700 2054 
27800 1921 
27900 1846 
28000 1777 
28100 1980 
28200 2232 
28300 2370 
28400 2369 
28500 2431 
28600 2484 
28700 2571 
28800 2483 
28900 2347 
29000 2117 
29100 2163 
29200 2227 
29300 2327 
29400 2403 
29500 2513 
29600 2739 
29700 2884 
29800 2895 
29900 2878 
30000 2799 
30100 2695 
30200 2682 
30300 2580 
30400 2423 
30500 2359 
30600 2341 
30700 2282 
30800 2260 
30900 2300 
31000 2282 
31100 2274 
31200 2115 
31300 2009 
31400 1960 
31500 1939 
31600 2130 
31700 2240 
31800 2204 
31900 2233 
32000 2238 
32100 2086 
32200 1900 
32300 1732 
32400 1740 
32500 1708 
32600 1654 
32700 1639 
32800 1609 
32900 1623 
33000 1653 
33100 1694 
33200 1850 
33300 2044 
33400 2107 
33500 2038 
33600 1996 
33700 1925 
33800 1925 
33900 1922 
34000 1893 
34100 2002 
34200 1939 
34300 1839 
34400 1680 
34500 1608 
34600 1579 
34700 1485 
34800 1380 
34900 1365 
35000 1360 
35100 1498 
35200 1690 
35300 1802 
35400 1877 
35500 2033 
35600 2082 
35700 2039 
35800 1983 
35900 2094 
36000 2257 
36100 2409 
36200 2415 
36300 2338 
36400 2306 
36500 2227 
36600 2076 
36700 2026 
36800 2040 
36900 2095 
37000 2056 
37100 2012 
37200 2007 
37300 2002 
37400 2032 
37500 2065 
37600 2050 
37700 2186 
37800 2241 
37900 2477 
38000 2697 
38100 2966 
38200 3204 
38300 3321 
38400 3212 
38500 2976 
38600 2857 
38700 2851 
38800 2897 
38900 2760 
39000 2569 
39100 2492 
39200 2446 
39300 2350 
39400 2281 
39500 2198 
39600 2251 
39700 2242 
39800 2317 
39900 2407 
40000 2396 
40100 2462 
40200 2647 
40300 2768 
40400 2839 
40500 3041 
40600 3288 
40700 3480 
40800 3436 
40900 3452 
41000 3400 
41100 3295 
41200 3229 
41300 3161 
41400 3073 
41500 2987 
41600 3059 
41700 3193 
41800 3275 
41900 3284 
42000 3090 
42100 2955 
42200 2782 
42300 2671 
42400 2541 
42500 2509 
42600 2449 
42700 2386 
42800 2304 
42900 2221 
43000 2116 
43100 2080 
43200 2004 
43300 1953 
43400 1900 
43500 1921 
43600 2030 
43700 2141 
43800 2179 
43900 2306 
44000 2412 
44100 2443 
44200 2576 
44300 2783 
44400 2905 
44500 3041 
44600 3140 
44700 3186 
44800 3073 
44900 3117 
45000 3143 
45100 3176 
45200 3123 
45300 3034 
45400 2996 
45500 3013 
45600 3026 
45700 3120 
45800 3480 
45900 3753 
46000 3755 
46100 3375 
46200 3085 
46300 2927 
46400 2910 
46500 2883 
46600 2867 
46700 2889 
46800 2944 
46900 3105 
47000 3377 
47100 3635 
47200 3745 
47300 3445 
47400 3279 
47500 3110 
47600 2944 
47700 2944 
47800 2824 
47900 2615 
48000 2403 
48100 2213 
48200 2248 
48300 2372 
48400 2579 
48500 2701 
48600 2837 
48700 3071 
48800 3246 
48900 3213 
49000 3013 
49100 2944 
49200 2904 
49300 2924 
49400 2992 
49500 2995 
49600 3023 
49700 3002 
49800 3052 
49900 3002 
50000 2808 
50100 2754 
50200 2772 
50300 2837 
50400 2792 
50500 2810 
50600 2872 
50700 2861 
50800 2671 
50900 2562 
51000 2662 
51100 2739 
51200 2803 
51300 2891 
51400 2826 
51500 2697 
51600 2555 
51700 2554 
51800 2554 
51900 2567 
52000 2580 
52100 2596 
52200 2685 
52300 2681 
52400 2804 
52500 2844 
52600 2882 
52700 2774 
52800 2622 
52900 2431 
53000 2336 
53100 2186 
53200 2081 
53300 2142 
53400 2160 
53500 2227 
53600 2283 
53700 2335 
53800 2321 
53900 2218 
54000 2220 
54100 2303 
54200 2368 
54300 2393 
54400 2414 
54500 2420 
54600 2362 
54700 2363 
54800 2392 
54900 2450 
55000 2546 
55100 2565 
55200 2503 
55300 2443 
55400 2299 
55500 2214 
55600 2052 
55700 1899 
55800 1740 
55900 1704 
56000 1852 
56100 1927 
56200 1955 
56300 1966 
56400 1948 
56500 1976 
56600 1912 
56700 1897 
56800 1799 
56900 1729 
57000 1584 
57100 1419 
57200 1306 
57300 1293 
57400 1215 
57500 1132 
57600 1052 
57700 1029 
57800 1075 
57900 1044 
58000 1036 
58100 1091 
58200 1125 
58300 1144 
58400 1223 
58500 1330 
58600 1426 
58700 1503 
58800 1527 
58900 1570 
59000 1603 
59100 1629 
59200 1607 
59300 1658 
59400 1707 
59500 1710 
59600 1732 
59700 1886 
59800 1913 
59900 1924 
60000 1837 
60100 1766 
60200 1658 
60300 1646 
60400 1674 
60500 1567 
60600 1622 
60700 1636 
60800 1687 
60900 1787 
61000 2060 
61100 2100 
61200 1959 
61300 1946 
61400 2012 
61500 2002 
61600 1980 
61700 2061 
61800 2114 
61900 2253 
62000 2251 
62100 2322 
62200 2280 
62300 2152 
62400 2052 
62500 2100 
62600 2063 
62700 2085 
62800 2156 
62900 2225 
63000 2419 
63100 2614 
63200 2547 
63300 2606 
63400 2485 
63500 2455 
63600 2586 
63700 2875 
63800 3093 
63900 3218 
64000 3178 
64100 3270 
64200 3315 
64300 3085 
64400 2940 
64500 2773 
64600 2751 
64700 2808 
64800 2893 
64900 3217 
65000 3369 
65100 3379 
65200 3214 
65300 3099 
65400 2990 
65500 2944 
65600 2860 
65700 2844 
65800 2739 
65900 2736 
66000 2783 
66100 2952 
66200 2928 
66300 2773 
66400 2715 
66500 2817 
66600 2847 
66700 2831 
66800 2939 
66900 3005 
67000 3011 
67100 2978 
67200 3066 
67300 3225 
67400 3175 
67500 3176 
67600 3347 
67700 3210 
67800 3270 
67900 3232 
68000 3250 
68100 3215 
68200 3245 
68300 3312 
68400 3166 
68500 2933 
68600 2688 
68700 2365 
68800 2188 
68900 2072 
69000 1965 
69100 2012 
69200 1954 
69300 1784 
69400 1708 
69500 1692 
69600 1620 
69700 1583 
69800 1689 
69900 1774 
70000 1834 
70100 2053 
70200 2211 
70300 2413 
70400 2391 
70500 2328 
70600 2141 
70700 2010 
70800 1914 
70900 1775 
71000 1816 
71100 1871 
71200 1930 
71300 2003 
71400 1990 
71500 1952 
71600 1859 
71700 1752 
71800 1663 
71900 1532 
72000 1422 
72100 1524 
72200 1620 
72300 1567 
72400 1391 
72500 1158 
72600 1007 
72700 938 
72800 978 
72900 1101 
73000 1199 
73100 1223 
73200 1149 
73300 1065 
73400 1026 
73500 957 
73600 921 
73700 924 
73800 883 
73900 983 
74000 1080 
74100 1214 
74200 1281 
74300 1444 
74400 1475 
74500 1479 
74600 1552 
74700 1596 
74800 1660 
74900 1731 
75000 1739 
