# Fri Sep 25 15:09:38 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 1 0 1 0 1 
500 1 0 1 0 1 
600 2 0.00704059 2 0 1 
700 3 0.0162128 5 0.000184879 1.0002 
800 2 0.0148612 5 0 1 
900 3 0.0205188 8 0.000357453 1.00039 
1000 3 0.0207686 8 0.000203704 1.00022 
1100 3 0.0352272 11 0.00139111 1.00151 
1200 3 0.0327311 13 0.00120981 1.00131 
1300 3 0.0278974 14 0.00131188 1.00141 
1400 3 0.0288715 13 0.00102455 1.00112 
1500 5 0.0342872 17 0.00148944 1.00161 
1600 4 0.0317458 21 0.0013246 1.00142 
1700 4 0.032827 19 0.000941319 1.00102 
1800 4 0.0401381 21 0.00148449 1.00157 
1900 4 0.0386218 22 0.00125215 1.00136 
2000 4 0.0390802 22 0.00139507 1.0015 
2100 4 0.0368654 23 0.000965378 1.00103 
2200 4 0.0390031 24 0.00121057 1.00128 
2300 4 0.0452057 21 0.00152427 1.00163 
2400 4 0.0457826 22 0.00135606 1.00145 
2500 4 0.0477796 24 0.00128899 1.00138 
2600 5 0.0517243 27 0.00139526 1.00151 
2700 4 0.0520017 29 0.00147329 1.00156 
2800 4 0.0469383 26 0.0013741 1.00144 
2900 4 0.0481917 25 0.00166277 1.00176 
3000 4 0.0445216 24 0.00133576 1.00142 
3100 5 0.0513305 26 0.00175917 1.00188 
3200 5 0.0571962 27 0.00206149 1.00218 
3300 5 0.0609177 28 0.00227826 1.0024 
3400 5 0.061012 29 0.00271489 1.00286 
3500 5 0.0665157 28 0.00265036 1.00279 
3600 5 0.0716312 28 0.0028794 1.00305 
3700 5 0.0778148 28 0.00296846 1.00314 
3800 6 0.0878089 30 0.00369877 1.0039 
3900 6 0.0883259 31 0.00307825 1.00326 
4000 6 0.0953389 30 0.00330097 1.00348 
4100 6 0.105161 32 0.00387063 1.0041 
4200 7 0.113648 34 0.0040768 1.00432 
4300 7 0.112211 33 0.00305685 1.00321 
4400 7 0.12189 32 0.00323794 1.0034 
4500 7 0.135714 34 0.00337102 1.00353 
4600 7 0.153101 33 0.00297679 1.00312 
4700 7 0.1764 33 0.00318537 1.00335 
4800 7 0.211091 32 0.00309322 1.00325 
4900 7 0.256204 31 0.00322137 1.00339 
5000 7 0.280646 28 0.0029198 1.00308 
5100 7 0.327766 25 0.00303257 1.00318 
5200 7 0.360396 29 0.00332845 1.00352 
5300 7 0.407331 30 0.0040075 1.00424 
5400 7 0.457612 31 0.00430416 1.00455 
5500 7 0.504188 29 0.00426072 1.00449 
5600 6 0.575705 30 0.00449146 1.00469 
5700 7 0.633325 31 0.00535003 1.0056 
5800 7 0.703546 29 0.00638641 1.00671 
5900 8 0.774602 33 0.00680807 1.00715 
6000 8 0.842575 37 0.00824071 1.00866 
6100 8 0.924213 38 0.00865034 1.00909 
6200 8 0.989514 39 0.00986875 1.01042 
6300 8 1.08451 41 0.0112417 1.01186 
6400 9 1.17165 47 0.0127718 1.01345 
6500 8 1.23803 47 0.0120983 1.01273 
6600 10 1.32308 48 0.0138023 1.01447 
6700 9 1.38809 51 0.0150735 1.01581 
6800 9 1.45335 53 0.0175066 1.01832 
6900 9 1.50823 58 0.0192258 1.02015 
7000 9 1.55791 56 0.0196047 1.02046 
7100 9 1.60049 71 0.0218345 1.02289 
7200 10 1.63338 64 0.0227574 1.02372 
7300 10 1.6525 65 0.0243385 1.02546 
7400 12 1.6926 80 0.0277831 1.02912 
7500 12 1.7274 87 0.0305659 1.03208 
7600 12 1.75892 85 0.0341959 1.03577 
7700 13 1.79622 89 0.036007 1.03775 
7800 14 1.81161 94 0.0390389 1.04093 
7900 14 1.83192 95 0.0391997 1.04109 
8000 13 1.85727 97 0.0418014 1.04383 
8100 13 1.86792 103 0.042007 1.04402 
8200 13 1.9042 106 0.0467717 1.04911 
8300 13 1.92852 108 0.0508996 1.0536 
8400 13 1.94717 107 0.0522604 1.0549 
8500 13 1.96253 116 0.0536444 1.05634 
8600 13 1.97609 113 0.052651 1.05511 
8700 13 1.99441 120 0.0534989 1.05621 
8800 14 2.00865 123 0.0523737 1.05507 
8900 13 2.01795 121 0.0508924 1.05358 
9000 13 2.04868 122 0.0538441 1.05654 
9100 14 2.05884 124 0.052166 1.05491 
9200 14 2.07337 130 0.0526152 1.05536 
9300 14 2.09559 134 0.0527829 1.0557 
9400 14 2.13226 145 0.0557772 1.05855 
9500 15 2.16841 144 0.0579412 1.0608 
9600 15 2.18986 132 0.0584698 1.06141 
9700 15 2.24035 137 0.0642096 1.06733 
9800 16 2.27241 147 0.0663762 1.06963 
9900 15 2.28674 143 0.066385 1.06971 
10000 16 2.3127 153 0.0667374 1.07012 
10100 16 2.33407 145 0.0660802 1.06996 
10200 16 2.33978 153 0.0653656 1.06889 
10300 15 2.3425 149 0.0645949 1.06817 
10400 14 2.34694 153 0.0648932 1.0689 
10500 14 2.34335 155 0.0647026 1.06852 
10600 14 2.35555 152 0.0669151 1.07106 
10700 15 2.35733 158 0.0678708 1.07187 
10800 14 2.3617 171 0.0705022 1.07459 
10900 14 2.36469 171 0.0714437 1.07594 
11000 14 2.35437 178 0.0723187 1.07654 
11100 15 2.3434 182 0.0733172 1.0779 
11200 16 2.33426 179 0.0737998 1.07826 
11300 15 2.32109 186 0.0741901 1.07892 
11400 15 2.30138 202 0.0750458 1.07958 
11500 15 2.2834 203 0.0746414 1.07935 
11600 16 2.27034 202 0.0749018 1.0797 
11700 16 2.26461 209 0.0765077 1.08128 
11800 16 2.2647 218 0.0776883 1.08279 
11900 16 2.26208 217 0.0793844 1.08456 
12000 17 2.25331 223 0.0790428 1.08424 
12100 17 2.26251 225 0.0812566 1.08699 
12200 17 2.26512 227 0.0828823 1.08845 
12300 16 2.27277 224 0.0841818 1.08976 
