# Avida Dominant Parasite Data
# Sat Sep 12 18:25:44 2020
#  1: Update
#  2: Number of Extant Parasites

0 0 
100 0 
200 0 
300 0 
400 0 
500 0 
600 0 
700 0 
800 0 
900 0 
1000 0 
1100 0 
1200 0 
1300 0 
1400 0 
1500 0 
1600 0 
1700 0 
1800 0 
1900 0 
2000 0 
2100 0 
2200 0 
2300 0 
2400 0 
2500 0 
2600 0 
2700 0 
2800 0 
2900 0 
3000 0 
3100 238 
3200 373 
3300 532 
3400 629 
3500 779 
3600 1045 
3700 1189 
3800 1305 
3900 1367 
4000 1482 
4100 1643 
4200 1832 
4300 1968 
4400 2066 
4500 2234 
4600 2341 
4700 2417 
4800 2478 
4900 2569 
5000 2645 
5100 2677 
5200 2803 
5300 3190 
5400 3451 
5500 3606 
5600 3627 
5700 3752 
5800 3716 
5900 3550 
6000 3370 
6100 3494 
6200 3800 
6300 4103 
6400 4388 
6500 4634 
6600 4776 
6700 4854 
6800 4880 
6900 4981 
7000 5059 
7100 5160 
7200 5230 
7300 5280 
7400 5241 
7500 5341 
7600 5441 
7700 5382 
7800 5494 
7900 5570 
8000 5544 
8100 5482 
8200 5379 
8300 5259 
8400 5071 
8500 4706 
8600 4429 
8700 4071 
8800 3816 
8900 3574 
9000 3581 
9100 3644 
9200 3688 
9300 3619 
9400 3618 
9500 3557 
9600 3503 
9700 3480 
9800 3508 
9900 3671 
10000 3856 
10100 3874 
10200 3836 
10300 3602 
10400 3568 
10500 3270 
10600 3179 
10700 3121 
10800 3068 
10900 3135 
11000 3378 
11100 3605 
11200 3769 
11300 3878 
11400 3874 
11500 3715 
11600 3596 
11700 3406 
11800 3321 
11900 3245 
12000 3140 
12100 3115 
12200 3187 
12300 3170 
12400 3254 
12500 3470 
12600 3650 
12700 3724 
12800 3743 
12900 3574 
13000 3377 
13100 3229 
13200 3221 
13300 3367 
13400 3704 
13500 3896 
13600 3958 
13700 3771 
13800 3786 
13900 3555 
14000 3494 
14100 3523 
14200 3558 
14300 3455 
14400 3418 
14500 3365 
14600 3338 
14700 3270 
14800 3212 
14900 3239 
15000 3256 
15100 3338 
15200 3388 
15300 3531 
15400 3545 
15500 3566 
15600 3555 
15700 3705 
15800 3989 
15900 4098 
16000 4031 
16100 3646 
16200 3384 
16300 3308 
16400 3178 
16500 3228 
16600 3339 
16700 3510 
16800 3553 
16900 3459 
17000 3451 
17100 3358 
17200 3171 
17300 3072 
17400 3039 
17500 3013 
17600 3140 
17700 3295 
17800 3437 
17900 3473 
18000 3358 
18100 3391 
18200 3428 
18300 3453 
18400 3439 
18500 3516 
18600 3387 
18700 3273 
18800 3077 
18900 2882 
19000 2745 
19100 2597 
19200 2598 
19300 2586 
19400 2694 
19500 2854 
19600 2958 
19700 3104 
19800 3203 
19900 3382 
20000 3575 
20100 3811 
20200 3980 
20300 3994 
20400 3859 
20500 3758 
20600 3714 
20700 3682 
20800 3668 
20900 3577 
21000 3617 
21100 3702 
21200 3533 
21300 3487 
21400 3365 
21500 3270 
21600 3149 
21700 3044 
21800 2978 
21900 2877 
22000 2876 
22100 2976 
22200 3193 
22300 3421 
22400 3538 
22500 3452 
22600 3230 
22700 3068 
22800 3043 
22900 2903 
23000 2799 
23100 2820 
23200 2748 
23300 2736 
23400 2698 
23500 2638 
23600 2618 
23700 2685 
23800 2524 
23900 2412 
24000 2296 
24100 2315 
24200 2430 
24300 2569 
24400 2741 
24500 2868 
24600 2885 
24700 2886 
24800 2816 
24900 2672 
25000 2685 
25100 2638 
25200 2872 
25300 3003 
25400 3103 
25500 3056 
25600 3125 
25700 2890 
25800 2832 
25900 2700 
26000 2622 
26100 2687 
26200 2769 
26300 2785 
26400 2808 
26500 2884 
26600 2903 
26700 2940 
26800 3117 
26900 3104 
27000 2960 
27100 2809 
27200 2783 
27300 2752 
27400 2766 
27500 2760 
27600 2865 
27700 2814 
27800 2969 
27900 3013 
28000 2985 
28100 3049 
28200 3002 
28300 2996 
28400 2885 
28500 2910 
28600 2876 
28700 2812 
28800 2757 
28900 2717 
29000 2611 
29100 2575 
29200 2631 
29300 2632 
29400 2527 
29500 2546 
29600 2540 
29700 2434 
29800 2417 
29900 2340 
30000 2357 
30100 2307 
30200 2238 
30300 2219 
30400 2372 
30500 2590 
30600 2683 
30700 2731 
30800 2801 
30900 2851 
31000 2871 
31100 2802 
31200 2746 
31300 2647 
31400 2658 
31500 2705 
31600 2917 
31700 3070 
31800 3118 
31900 3212 
32000 3247 
32100 3130 
32200 2953 
32300 2761 
32400 2589 
32500 2505 
32600 2344 
32700 2302 
32800 2198 
32900 2235 
33000 2296 
33100 2411 
33200 2574 
33300 2742 
33400 2902 
33500 2965 
33600 3200 
33700 3263 
33800 3202 
33900 3158 
34000 3052 
34100 2998 
34200 2846 
34300 2671 
34400 2657 
34500 2570 
34600 2462 
34700 2304 
34800 2199 
34900 2109 
35000 1943 
35100 1798 
35200 1609 
35300 1538 
35400 1497 
35500 1462 
35600 1365 
35700 1342 
35800 1303 
35900 1328 
36000 1332 
36100 1331 
36200 1302 
36300 1268 
36400 1280 
36500 1245 
36600 1247 
36700 1195 
36800 1220 
36900 1285 
37000 1180 
37100 1167 
37200 1069 
37300 1019 
37400 1042 
37500 1088 
37600 1130 
37700 1125 
37800 1152 
37900 1157 
38000 1110 
38100 1091 
38200 1070 
38300 1118 
38400 1143 
38500 1126 
38600 1125 
38700 1020 
38800 945 
38900 1017 
39000 1087 
39100 1177 
39200 1211 
39300 1260 
39400 1360 
39500 1506 
39600 1594 
39700 1689 
39800 1700 
39900 1784 
40000 1795 
40100 1711 
40200 1663 
40300 1577 
40400 1397 
40500 1321 
40600 1272 
40700 1241 
40800 1313 
40900 1437 
41000 1480 
41100 1558 
41200 1632 
41300 1710 
41400 1607 
41500 1525 
41600 1532 
41700 1486 
41800 1462 
41900 1314 
42000 1265 
42100 1162 
42200 1089 
42300 999 
42400 943 
42500 948 
42600 910 
42700 912 
42800 931 
42900 956 
43000 857 
43100 783 
43200 764 
43300 765 
43400 780 
43500 749 
43600 756 
43700 795 
43800 830 
43900 967 
44000 1075 
44100 1134 
44200 1142 
44300 1157 
44400 1123 
44500 965 
44600 885 
44700 839 
44800 880 
44900 950 
45000 1022 
45100 1120 
45200 1158 
45300 1162 
45400 1136 
45500 1219 
45600 1380 
45700 1519 
45800 1519 
45900 1422 
46000 1208 
46100 1134 
46200 1068 
46300 1156 
46400 1160 
46500 1183 
46600 1213 
46700 1213 
46800 1289 
46900 1297 
47000 1382 
47100 1493 
47200 1576 
47300 1582 
47400 1482 
47500 1245 
47600 1125 
47700 1132 
47800 1104 
47900 1084 
48000 1111 
48100 1208 
48200 1344 
48300 1446 
48400 1457 
48500 1578 
48600 1751 
48700 1791 
48800 1712 
48900 1664 
49000 1663 
49100 1497 
49200 1479 
49300 1555 
49400 1653 
49500 1644 
49600 1610 
49700 1648 
49800 1731 
49900 1713 
50000 1533 
50100 1450 
50200 1416 
50300 1412 
50400 1435 
50500 1408 
50600 1348 
50700 1318 
50800 1267 
50900 1204 
51000 1142 
51100 1056 
51200 960 
51300 862 
51400 745 
51500 734 
51600 799 
51700 841 
51800 980 
51900 1092 
52000 1094 
52100 1021 
52200 1000 
52300 1020 
52400 1015 
52500 994 
52600 1012 
52700 1061 
52800 1219 
52900 1314 
53000 1260 
53100 1201 
53200 1182 
53300 1087 
53400 1006 
53500 932 
53600 779 
53700 714 
53800 611 
53900 590 
54000 574 
54100 556 
54200 638 
54300 680 
54400 656 
54500 668 
54600 717 
54700 811 
54800 814 
54900 831 
55000 783 
55100 773 
55200 750 
55300 741 
55400 718 
55500 660 
55600 634 
55700 609 
55800 770 
55900 885 
56000 945 
56100 916 
56200 831 
56300 835 
56400 891 
56500 1034 
56600 1104 
56700 1118 
56800 1121 
56900 1040 
57000 982 
57100 941 
57200 911 
57300 1006 
57400 1012 
57500 947 
57600 853 
57700 855 
57800 871 
57900 913 
58000 855 
58100 625 
58200 411 
58300 270 
58400 199 
58500 181 
58600 205 
58700 213 
58800 211 
58900 238 
59000 277 
59100 334 
59200 370 
59300 381 
59400 363 
59500 376 
59600 389 
59700 401 
59800 353 
59900 317 
60000 292 
60100 286 
60200 247 
60300 218 
60400 185 
60500 186 
60600 184 
60700 167 
60800 165 
60900 203 
61000 264 
61100 355 
61200 398 
61300 369 
61400 330 
61500 274 
61600 224 
61700 210 
61800 206 
61900 177 
62000 184 
62100 188 
62200 236 
62300 294 
62400 351 
62500 428 
62600 454 
62700 424 
62800 444 
62900 457 
63000 452 
63100 434 
63200 463 
63300 523 
63400 522 
63500 528 
63600 521 
63700 471 
63800 437 
63900 348 
64000 322 
64100 286 
64200 275 
64300 258 
64400 289 
64500 295 
64600 315 
64700 309 
64800 303 
64900 298 
65000 311 
65100 327 
65200 341 
65300 337 
65400 339 
65500 380 
65600 395 
65700 383 
65800 367 
65900 339 
66000 337 
66100 353 
66200 378 
66300 351 
66400 363 
66500 345 
66600 358 
66700 353 
66800 344 
66900 336 
67000 371 
67100 420 
67200 431 
67300 484 
67400 523 
67500 571 
67600 581 
67700 576 
67800 534 
67900 505 
68000 507 
68100 526 
68200 558 
68300 523 
68400 489 
68500 471 
68600 478 
68700 507 
68800 501 
68900 499 
69000 493 
69100 532 
69200 582 
69300 638 
69400 695 
69500 726 
69600 823 
69700 896 
69800 882 
69900 838 
70000 768 
70100 730 
70200 745 
70300 702 
70400 794 
70500 894 
70600 1019 
70700 1088 
70800 1087 
70900 1096 
71000 1080 
71100 1067 
71200 1138 
71300 1207 
71400 1264 
71500 1305 
71600 1303 
71700 1251 
71800 1230 
71900 1229 
72000 1210 
72100 1086 
72200 1048 
72300 970 
72400 860 
72500 731 
72600 649 
72700 663 
72800 665 
72900 640 
73000 642 
73100 627 
73200 637 
73300 673 
73400 644 
73500 658 
73600 676 
73700 689 
73800 661 
73900 677 
74000 615 
74100 586 
74200 537 
74300 548 
74400 550 
74500 581 
74600 586 
74700 611 
74800 661 
74900 714 
75000 699 
