# Sat Sep 12 18:25:44 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0709145 2 0 0.0085347 
3200 2 0.100805 3 0 0.0131159 
3300 2 0.131326 3 0 0.01822 
3400 2 0.153116 4 0 0.0221075 
3500 3 0.181881 4 0 0.0274608 
3600 3 0.227419 5 0 0.0365167 
3700 3 0.249331 6 0 0.0411825 
3800 3 0.272021 5 0 0.0462064 
3900 3 0.286876 5 0 0.0497799 
4000 4 0.307439 6 0 0.0544414 
4100 4 0.334069 7 0 0.0610366 
4200 4 0.3611 8 0 0.0679274 
4300 4 0.381385 5 0 0.0733709 
4400 3 0.395751 6 0 0.0777476 
4500 3 0.415023 6 0 0.0832238 
4600 3 0.434566 8 0 0.0889488 
4700 3 0.448006 8 0 0.0927779 
4800 4 0.459475 7 0 0.0962183 
4900 4 0.47544 6 0 0.101324 
5000 3 0.491974 7 0 0.106816 
5100 5 0.499614 9 0 0.108827 
5200 5 0.515177 9 0 0.113863 
5300 4 0.556976 8 0 0.129114 
5400 3 0.591793 9 0 0.142176 
5500 3 0.616515 9 0 0.151575 
5600 3 0.62367 9 0 0.154293 
5700 3 0.648001 8 0 0.162414 
5800 4 0.652455 7 0 0.162624 
5900 5 0.642401 8 0 0.158512 
6000 5 0.62525 9 0 0.153167 
6100 5 0.634654 11 0.000138767 0.157963 
6200 5 0.673868 11 0.000417227 0.173149 
6300 5 0.707138 13 0.000748573 0.187424 
6400 6 0.742886 9 0.000707981 0.204087 
6500 5 0.765984 9 0.000907571 0.216241 
6600 5 0.783324 9 0.00062708 0.225749 
6700 6 0.792826 13 0.000438896 0.23164 
6800 6 0.79583 12 0.000247684 0.233517 
6900 6 0.81829 12 0.000250501 0.244739 
7000 4 0.828794 15 0 0.25148 
7100 5 0.847797 11 0 0.258286 
7200 4 0.848997 7 0 0.261676 
7300 5 0.850927 7 0 0.263823 
7400 5 0.840019 10 0 0.260701 
7500 4 0.850158 11 0 0.266707 
7600 5 0.849973 10 0 0.268015 
7700 5 0.845237 10 0 0.264631 
7800 5 0.853525 11 0 0.270503 
7900 5 0.856518 13 0 0.272509 
8000 6 0.854928 12 0.000100296 0.272153 
8100 7 0.852451 17 0.000149417 0.267308 
8200 7 0.849694 20 0.000197765 0.262583 
8300 6 0.838078 13 0.000490749 0.253668 
8400 5 0.816552 11 0.000292355 0.242362 
8500 5 0.796345 13 0.000339246 0.226422 
8600 5 0.767118 11 0.000288878 0.209292 
8700 5 0.737175 13 0.000332415 0.190806 
8800 6 0.717552 13 0.000515947 0.177345 
8900 6 0.694841 11 0.000736445 0.164457 
9000 5 0.696577 7 0.000723131 0.158998 
9100 5 0.713348 10 0.000889759 0.160379 
9200 4 0.727433 10 0.00105638 0.161099 
9300 5 0.726876 13 0.000831437 0.157448 
9400 5 0.738502 16 0.00134438 0.156165 
9500 6 0.743782 14 0.0021148 0.153259 
9600 6 0.751947 9 0.0028045 0.150969 
9700 5 0.764643 11 0.00340503 0.152666 
9800 5 0.768353 11 0.00314574 0.153193 
9900 6 0.783047 9 0.0029147 0.157951 
10000 6 0.806968 13 0.00325301 0.164833 
10100 6 0.815335 16 0.00299709 0.167066 
10200 7 0.811025 13 0.00294526 0.165583 
10300 8 0.783479 13 0.00329192 0.15672 
10400 8 0.769195 14 0.00315381 0.153468 
10500 6 0.727148 11 0.00318223 0.142663 
10600 6 0.708088 13 0.00337017 0.137729 
10700 6 0.701547 11 0.00432027 0.136056 
10800 9 0.692504 15 0.00539481 0.133445 
10900 9 0.707121 16 0.00607567 0.137116 
11000 7 0.739777 17 0.00794515 0.146433 
11100 7 0.787843 17 0.0105208 0.159176 
11200 6 0.813362 15 0.0129451 0.16715 
11300 8 0.836708 16 0.0145467 0.173987 
11400 8 0.837769 13 0.0150208 0.174985 
11500 9 0.813281 13 0.0131598 0.167715 
11600 6 0.78222 13 0.0109632 0.160338 
11700 6 0.748856 15 0.00938421 0.151828 
11800 6 0.733622 16 0.00968997 0.149212 
11900 7 0.724686 16 0.00906139 0.146155 
12000 7 0.700289 13 0.00816697 0.139108 
12100 7 0.699078 14 0.00808094 0.137603 
12200 7 0.7074 14 0.00847248 0.139097 
12300 8 0.710294 15 0.00798058 0.13929 
12400 8 0.720069 18 0.00862664 0.142693 
12500 9 0.753043 22 0.0100728 0.153558 
12600 8 0.774898 15 0.0119949 0.162674 
12700 8 0.789319 17 0.012291 0.167788 
12800 7 0.777852 16 0.0114609 0.167916 
12900 7 0.763113 15 0.0119063 0.163383 
13000 7 0.733226 15 0.0129548 0.154426 
13100 8 0.733092 17 0.0158104 0.15304 
13200 8 0.745776 22 0.022788 0.157432 
13300 9 0.783381 21 0.0294241 0.169677 
13400 10 0.85621 18 0.0402502 0.194524 
13500 9 0.899091 21 0.0467305 0.208549 
13600 9 0.923723 18 0.0482832 0.214685 
13700 11 0.91134 22 0.0444924 0.206914 
13800 13 0.921141 21 0.0429909 0.207129 
13900 12 0.890944 26 0.0390561 0.194034 
14000 11 0.872793 26 0.0343132 0.187676 
14100 11 0.856283 25 0.0299004 0.182454 
14200 10 0.849544 18 0.0303256 0.182053 
14300 12 0.839922 21 0.0309994 0.179472 
14400 10 0.844007 22 0.031809 0.180745 
14500 10 0.845076 22 0.0341748 0.181275 
14600 12 0.839333 24 0.0352195 0.178265 
