# Tue Aug 25 19:34:32 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0827283 2 0 0.0102928 
3200 2 0.149356 2 0 0.0214227 
3300 2 0.232418 2 0 0.0378655 
3400 2 0.340601 2 0 0.0633498 
3500 2 0.447354 2 0 0.0932892 
3600 2 0.505803 2 0 0.111961 
3700 2 0.535486 2 0 0.122142 
3800 2 0.576888 2 0 0.137211 
3900 2 0.60329 2 0 0.147398 
4000 2 0.627307 2 0 0.157092 
4100 2 0.661296 2 0 0.171576 
4200 2 0.688119 2 0 0.183706 
4300 2 0.720057 2 0 0.199067 
4400 2 0.76695 2 0 0.223747 
4500 2 0.810166 2 0 0.2493 
4600 2 0.852741 2 0 0.278021 
4700 2 0.908465 2 0 0.323799 
4800 2 0.93903 2 0 0.355669 
4900 2 0.935872 2 0 0.352035 
5000 2 0.914777 2 0 0.329853 
5100 2 0.899867 2 0 0.3159 
5200 2 0.923903 2 0 0.339046 
5300 2 0.968481 2 0 0.395866 
5400 2 0.997705 2 0 0.471804 
5500 2 0.997203 2 0 0.531122 
5600 2 0.988414 2 0 0.563282 
5700 2 0.969173 2 0 0.602993 
5800 2 0.943613 2 0 0.638875 
5900 2 0.909687 2 0 0.675047 
6000 2 0.895069 2 0 0.68835 
6100 2 0.881254 2 0 0.70003 
6200 2 0.880909 2 0 0.700312 
6300 2 0.881647 2 0 0.699708 
6400 2 0.869253 2 0 0.709588 
6500 2 0.871987 2 0 0.707454 
6600 2 0.865383 2 0 0.712567 
6700 2 0.861718 2 0 0.715343 
6800 2 0.857009 2 0 0.718853 
6900 2 0.866857 2 0 0.711437 
7000 2 0.871318 2 0 0.707979 
7100 2 0.880445 2 0 0.700691 
7200 2 0.877539 2 0 0.703044 
7300 2 0.871241 2 0 0.708039 
7400 2 0.854835 2 0 0.720452 
7500 2 0.847466 2 0 0.725772 
7600 2 0.868282 2 0 0.71034 
7700 2 0.884931 2 0 0.696997 
7800 2 0.889403 2 0 0.693235 
7900 2 0.900014 2 0 0.683968 
8000 2 0.908053 2 0 0.676589 
8100 2 0.909181 2 0 0.675526 
8200 2 0.90823 2 0 0.676422 
8300 2 0.917107 2 0 0.667851 
8400 2 0.922507 2 0 0.662396 
8500 2 0.920501 2 0 0.664445 
8600 2 0.908643 2 0 0.676034 
8700 2 0.900107 2 0 0.683884 
8800 2 0.897175 2 0 0.686498 
8900 2 0.896518 2 0 0.687078 
9000 2 0.894397 2 0 0.688936 
9100 2 0.91144 2 0 0.673376 
9200 2 0.913929 2 0 0.670973 
9300 2 0.924824 2 0 0.659994 
9400 2 0.920697 2 0 0.664246 
9500 2 0.910653 2 0 0.674128 
9600 2 0.918197 2 0 0.666766 
9700 2 0.922733 2 0 0.662164 
9800 2 0.924679 2 0 0.660146 
9900 2 0.924574 2 0 0.660256 
10000 2 0.918889 2 0 0.666072 
10100 2 0.920467 2 0 0.66448 
10200 2 0.915259 2 0 0.669674 
10300 2 0.899537 2 0 0.684396 
10400 2 0.904108 2 0 0.680251 
10500 2 0.921464 2 0 0.663465 
10600 2 0.931518 2 0 0.652827 
10700 2 0.940252 2 0 0.642897 
10800 2 0.946574 2 0 0.635228 
10900 2 0.946979 2 0 0.63472 
11000 2 0.94825 2 0 0.633115 
11100 2 0.944613 2 0 0.637654 
11200 2 0.939849 2 0 0.643372 
11300 2 0.935773 2 0 0.648078 
11400 2 0.932287 2 0 0.65198 
11500 2 0.912342 2 0 0.672509 
11600 2 0.890873 2 0 0.691982 
11700 2 0.895955 2 0 0.687573 
11800 2 0.911821 2 0 0.67301 
11900 2 0.939268 2 0 0.644052 
12000 2 0.95361 2 0 0.626113 
12100 2 0.958536 2 0 0.619299 
12200 2 0.952187 2 0 0.628011 
12300 2 0.944777 2 0 0.637453 
12400 2 0.930554 2 0 0.653881 
12500 2 0.925361 2 0 0.659432 
12600 2 0.935712 2 0 0.648147 
12700 2 0.931007 2 0 0.653386 
12800 2 0.934531 2 0 0.649481 
12900 2 0.940244 2 0 0.642907 
13000 2 0.946518 2 0 0.635297 
13100 2 0.94264 2 0 0.640052 
13200 2 0.940536 2 0 0.642562 
13300 2 0.934164 2 0 0.649893 
13400 2 0.92389 2 0 0.660967 
13500 2 0.920994 2 0 0.663945 
13600 2 0.926214 2 0 0.658535 
13700 2 0.929611 2 0 0.654905 
13800 2 0.937168 2 0 0.646485 
13900 2 0.946647 2 0 0.635135 
14000 2 0.952144 2 0 0.628068 
14100 2 0.95381 2 0 0.625843 
14200 2 0.950726 2 0 0.62993 
14300 2 0.944483 2 0 0.637814 
14400 2 0.923965 2 0 0.66089 
14500 2 0.922198 2 0 0.662713 
14600 2 0.906948 2 0 0.677622 
14700 2 0.925653 2 0 0.659125 
14800 2 0.931569 2 0 0.652771 
14900 2 0.938543 2 0 0.644897 
15000 2 0.936416 2 0 0.647346 
15100 2 0.934742 2 0 0.649243 
15200 2 0.937306 2 0 0.646326 
15300 2 0.945446 2 0 0.636629 
15400 2 0.950106 2 0 0.630734 
15500 2 0.955724 2 0 0.623237 
15600 2 0.958044 2 0 0.619997 
15700 2 0.951171 2 0 0.629348 
15800 2 0.94044 2 0 0.642676 
15900 2 0.91359 2 0 0.671302 
16000 2 0.908718 2 0 0.675963 
16100 2 0.894309 2 0 0.689013 
16200 2 0.911584 2 0 0.673237 
