# Fri Sep 25 16:06:07 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0747065 2 0 0.00909123 
3200 2 0.120742 2 0 0.0164038 
3300 2 0.173839 2 0 0.025985 
3400 3 0.219454 3 0 0.0350364 
3500 3 0.311622 4 0 0.0557928 
3600 3 0.414877 7 0 0.0832031 
3700 5 0.539492 7 0 0.122533 
3800 4 0.681695 9 0 0.179404 
3900 5 0.832017 12 0 0.25812 
4000 5 0.945255 12 0 0.34959 
4100 5 1.00472 14 0 0.446605 
4200 5 1.00977 10 0 0.535533 
4300 5 0.992821 13 0 0.584819 
4400 5 0.990657 19 0 0.596009 
4500 5 0.999782 15 0 0.573566 
4600 5 1.01289 12 0 0.53853 
4700 6 1.01275 14 5.18511e-05 0.512963 
4800 6 1.01604 18 0.000254595 0.495595 
4900 6 1.0155 17 0.000100675 0.491594 
5000 6 1.01855 18 0.000100256 0.4901 
5100 6 1.01919 16 0.000250363 0.485103 
5200 6 1.01947 18 0.000200602 0.471013 
5300 5 1.01086 13 0.000151263 0.450058 
5400 6 1.00702 13 0.000151454 0.431745 
5500 6 1.00291 16 0.000302511 0.414793 
5600 6 0.99397 11 0.000558858 0.392521 
5700 6 0.988545 11 0.00182621 0.359357 
5800 6 0.967443 11 0.00298206 0.321911 
5900 6 0.931356 8 0.00476309 0.282064 
6000 6 0.893542 16 0.00742695 0.249585 
6100 4 0.883191 16 0.0117633 0.233115 
6200 6 0.880786 11 0.0171649 0.223009 
6300 5 0.890493 12 0.0208935 0.221214 
6400 5 0.882594 13 0.0258289 0.215549 
6500 6 0.897387 14 0.031359 0.215197 
6600 7 0.914528 16 0.0387803 0.219933 
6700 8 0.939658 21 0.0472672 0.229198 
6800 7 0.957398 15 0.0533436 0.236115 
6900 7 0.97215 18 0.0602609 0.244299 
7000 7 0.974298 19 0.0622558 0.245827 
7100 7 0.995469 20 0.0674559 0.255568 
7200 7 1.02496 22 0.073686 0.268376 
7300 8 1.07998 18 0.0838762 0.292034 
7400 7 1.11325 20 0.0925791 0.309171 
7500 8 1.12781 18 0.101759 0.3224 
7600 8 1.13907 25 0.108158 0.328963 
7700 9 1.15316 25 0.112505 0.333363 
7800 11 1.16477 26 0.113202 0.332594 
7900 10 1.17383 23 0.115035 0.333363 
8000 9 1.17862 23 0.111248 0.327701 
8100 9 1.13659 27 0.104593 0.307277 
8200 9 1.13798 25 0.100675 0.300218 
8300 10 1.12612 30 0.0929081 0.28517 
8400 10 1.11717 27 0.0906112 0.276799 
8500 10 1.11324 23 0.0927818 0.276562 
8600 11 1.12919 26 0.0933251 0.277516 
8700 12 1.15022 34 0.0947648 0.28166 
8800 11 1.14265 32 0.0946349 0.278372 
8900 13 1.15538 31 0.0952869 0.279752 
9000 13 1.18296 24 0.0993472 0.289297 
9100 12 1.2162 21 0.103945 0.301236 
9200 12 1.28126 28 0.110424 0.321299 
9300 13 1.3086 26 0.113523 0.329997 
9400 14 1.33909 29 0.118798 0.341453 
9500 11 1.37366 31 0.127642 0.356842 
9600 11 1.37466 30 0.128375 0.357075 
9700 11 1.37018 28 0.131107 0.359689 
9800 12 1.33395 26 0.130485 0.350915 
9900 11 1.33963 27 0.131684 0.352161 
10000 11 1.31565 31 0.127458 0.342085 
10100 12 1.32132 32 0.126933 0.342129 
10200 12 1.33768 29 0.127538 0.345132 
10300 12 1.31484 29 0.12235 0.333847 
10400 11 1.30996 28 0.120595 0.329938 
10500 11 1.29624 28 0.120334 0.325813 
10600 12 1.25679 32 0.114464 0.311308 
10700 11 1.26269 28 0.113606 0.311504 
10800 11 1.29719 30 0.112997 0.318476 
10900 12 1.34755 30 0.116086 0.33208 
11000 14 1.38253 29 0.119038 0.341745 
11100 13 1.41308 28 0.12093 0.349803 
11200 12 1.39038 28 0.121039 0.345743 
11300 13 1.33116 32 0.116775 0.329776 
11400 14 1.32846 34 0.114756 0.324908 
11500 13 1.34802 31 0.118122 0.330197 
11600 15 1.37446 29 0.12192 0.33801 
11700 14 1.40956 29 0.125404 0.346601 
11800 15 1.43656 36 0.130377 0.354496 
11900 15 1.44037 36 0.131464 0.355126 
12000 15 1.47203 36 0.134814 0.362061 
12100 15 1.46481 36 0.133655 0.358545 
12200 15 1.47679 36 0.132313 0.358788 
12300 15 1.49654 33 0.132635 0.361694 
12400 16 1.49773 33 0.130574 0.359288 
12500 17 1.45358 32 0.129637 0.348504 
12600 17 1.44323 33 0.135145 0.353178 
12700 18 1.45323 32 0.133765 0.352703 
12800 18 1.47455 36 0.132897 0.354427 
12900 17 1.50409 36 0.133966 0.361962 
13000 19 1.53943 42 0.14081 0.375394 
13100 18 1.59688 37 0.151734 0.396986 
13200 17 1.61019 37 0.157238 0.406051 
13300 17 1.62105 38 0.159585 0.410903 
13400 18 1.68912 38 0.169877 0.435052 
13500 20 1.74064 39 0.182022 0.457533 
13600 19 1.74169 43 0.183931 0.459638 
13700 18 1.75832 32 0.189696 0.46938 
13800 17 1.76758 36 0.190527 0.47078 
13900 18 1.75207 39 0.190032 0.465997 
14000 21 1.72363 42 0.184518 0.452834 
14100 22 1.72139 41 0.186485 0.454143 
14200 24 1.75072 48 0.193718 0.46772 
14300 22 1.73354 50 0.185403 0.455454 
14400 21 1.76776 48 0.187657 0.462648 
14500 24 1.79672 44 0.191553 0.470224 
