# Wed Aug 26 16:21:26 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0810515 2 0 0.010039 
3200 2 0.149192 2 0 0.0213929 
3300 2 0.214259 2 0 0.0340389 
3400 2 0.286397 2 0 0.05 
3500 2 0.373205 2 0 0.0719626 
3600 2 0.43275 2 0 0.0888889 
3700 2 0.48857 2 0 0.106273 
3800 2 0.53646 2 0 0.122484 
3900 2 0.584716 2 0 0.140182 
4000 2 0.628885 2 0 0.157744 
4100 2 0.682258 2 0 0.180999 
4200 2 0.711581 2 0 0.194886 
4300 2 0.746153 2 0 0.212457 
4400 2 0.792913 2 0 0.238725 
4500 2 0.845447 2 0 0.272795 
4600 2 0.888337 2 0 0.305861 
4700 2 0.917943 2 0 0.332981 
4800 2 0.948663 2 0 0.367411 
4900 2 0.973356 2 0 0.404203 
5000 2 0.984552 2 0 0.426961 
5100 2 0.985029 2 0 0.428093 
5200 2 0.982055 2 0 0.421302 
5300 2 0.988099 2 0 0.435866 
5400 2 0.997205 2 0 0.468886 
5500 2 0.997843 2 0 0.527333 
5600 2 0.987237 2 0 0.566411 
5700 2 0.968029 2 0 0.604873 
5800 2 0.945154 2 0 0.636989 
5900 2 0.912197 2 0 0.672649 
6000 2 0.900301 2 0 0.68371 
6100 2 0.908863 2 0 0.675826 
6200 2 0.905104 2 0 0.679334 
6300 2 0.89234 2 0 0.69072 
6400 2 0.886372 2 0 0.695794 
6500 2 0.879916 2 0 0.701121 
6600 2 0.883123 2 0 0.698495 
6700 2 0.900775 2 0 0.683283 
6800 2 0.920132 2 0 0.664819 
6900 2 0.912631 2 0 0.672231 
7000 2 0.900046 2 0 0.68394 
7100 2 0.890538 2 0 0.692268 
7200 2 0.889788 2 0 0.692908 
7300 2 0.881805 2 0 0.699579 
7400 2 0.88321 2 0 0.698423 
7500 2 0.867166 2 0 0.7112 
7600 2 0.859328 2 0 0.717133 
7700 2 0.863512 2 0 0.713989 
7800 2 0.863689 2 0 0.713855 
7900 2 0.877929 2 0 0.702729 
8000 2 0.878956 2 0 0.7019 
8100 2 0.879608 2 0 0.701372 
8200 2 0.877137 2 0 0.703366 
8300 2 0.883778 2 0 0.697954 
8400 2 0.899198 2 0 0.684699 
8500 2 0.899923 2 0 0.68405 
8600 2 0.896552 2 0 0.687048 
8700 2 0.896457 2 0 0.687131 
8800 2 0.902447 2 0 0.68177 
8900 2 0.903625 2 0 0.680694 
9000 2 0.906822 2 0 0.67774 
9100 2 0.902969 2 0 0.681294 
9200 2 0.902291 2 0 0.681911 
9300 2 0.910466 2 0 0.674307 
9400 2 0.911898 2 0 0.672937 
9500 2 0.913039 2 0 0.671837 
9600 2 0.917365 2 0 0.667595 
9700 2 0.911876 2 0 0.672957 
9800 2 0.907253 2 0 0.677338 
9900 2 0.902198 2 0 0.681996 
10000 2 0.912063 2 0 0.672778 
10100 2 0.915523 2 0 0.669415 
10200 2 0.920545 2 0 0.6644 
10300 2 0.922245 2 0 0.662666 
10400 2 0.924989 2 0 0.659822 
10500 2 0.925949 2 0 0.658814 
10600 2 0.925203 2 0 0.659598 
10700 2 0.923311 2 0 0.661567 
10800 2 0.913169 2 0 0.671711 
10900 2 0.912157 2 0 0.672687 
11000 2 0.909616 2 0 0.675114 
11100 2 0.91852 2 0 0.666443 
11200 2 0.923118 2 0 0.661767 
11300 2 0.922719 2 0 0.662179 
11400 2 0.914787 2 0 0.670137 
11500 2 0.906314 2 0 0.678213 
11600 2 0.916689 2 0 0.668266 
11700 2 0.920686 2 0 0.664257 
11800 2 0.931994 2 0 0.652303 
11900 2 0.943639 2 0 0.638843 
12000 2 0.937967 2 0 0.645564 
12100 2 0.933181 2 0 0.65099 
12200 2 0.92519 2 0 0.659612 
12300 2 0.910974 2 0 0.673822 
12400 2 0.901769 2 0 0.682385 
12500 2 0.902808 2 0 0.681441 
12600 2 0.914431 2 0 0.670485 
12700 2 0.932493 2 0 0.651753 
12800 2 0.933376 2 0 0.650773 
12900 2 0.938577 2 0 0.644857 
13000 2 0.934181 2 0 0.649874 
13100 2 0.922787 2 0 0.662108 
13200 2 0.921326 2 0 0.663606 
13300 2 0.909337 2 0 0.675378 
13400 2 0.908499 2 0 0.676169 
13500 2 0.904023 2 0 0.68033 
13600 2 0.915331 2 0 0.669604 
13700 2 0.922639 2 0 0.66226 
13800 2 0.933302 2 0 0.650855 
13900 2 0.932399 2 0 0.651856 
14000 2 0.929539 2 0 0.654983 
14100 2 0.929876 2 0 0.654618 
14200 2 0.936498 2 0 0.647252 
14300 2 0.934539 2 0 0.649472 
14400 2 0.924422 2 0 0.660414 
14500 2 0.927713 2 0 0.656945 
14600 2 0.921961 2 0 0.662957 
14700 2 0.926876 2 0 0.657834 
14800 2 0.921764 2 0 0.663159 
14900 2 0.906788 2 0 0.677772 
15000 2 0.909361 2 0 0.675355 
15100 2 0.922959 2 0 0.661931 
15200 2 0.928546 2 0 0.656053 
15300 2 0.933325 2 0 0.65083 
15400 2 0.944548 2 0 0.637733 
15500 2 0.941078 2 0 0.641919 
15600 2 0.935881 2 0 0.647956 
15700 2 0.932424 2 0 0.651829 
15800 2 0.929969 2 0 0.654517 
15900 2 0.919928 2 0 0.665026 
16000 2 0.896169 2 0 0.687385 
16100 2 0.89421 2 0 0.6891 
16200 2 0.898007 2 0 0.685761 
