# Wed Aug 26 16:26:45 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 2 0.0214305 2 0 1 
500 2 0.0286354 2 0 1 
600 2 0.0344376 2 0 1 
700 4 0.0339736 8 0 1 
800 5 0.0423664 9 0.000646346 1.0007 
900 5 0.0419545 13 0.00024792 1.00027 
1000 5 0.048296 13 0.00022507 1.00023 
1100 5 0.0538638 16 0.000462051 1.00049 
1200 5 0.0564202 17 0.000405915 1.00043 
1300 5 0.0515691 19 0.000451801 1.00047 
1400 5 0.0577905 22 0.000460424 1.00048 
1500 5 0.0604042 22 0.000306818 1.00031 
1600 5 0.0707001 24 0.00055443 1.00057 
1700 6 0.0772134 29 0.000517691 1.00053 
1800 6 0.0797009 26 0.00053892 1.00054 
1900 6 0.0802431 28 0.000639933 1.00065 
2000 6 0.0797497 26 0.000391219 1.0004 
2100 6 0.0812062 26 0.000803569 1.00084 
2200 6 0.0894509 25 0.000842839 1.00089 
2300 7 0.094801 29 0.000975587 1.00102 
2400 7 0.0933057 30 0.00103323 1.00107 
2500 6 0.093111 28 0.00086201 1.00089 
2600 6 0.0888339 29 0.000962461 1.00099 
2700 7 0.0932702 31 0.00143316 1.00148 
2800 5 0.0932426 28 0.00142055 1.00147 
2900 5 0.0955694 31 0.00176221 1.00185 
3000 5 0.104387 31 0.00210527 1.00219 
3100 5 0.104914 34 0.00192789 1.00201 
3200 6 0.112282 34 0.00251817 1.00261 
3300 5 0.116358 33 0.00305941 1.00316 
3400 5 0.121301 32 0.0033191 1.00344 
3500 6 0.127338 36 0.00334431 1.00346 
3600 6 0.131733 34 0.00396918 1.00414 
3700 6 0.135874 38 0.0040171 1.00415 
3800 6 0.141513 39 0.00447626 1.00462 
3900 6 0.152129 40 0.00470223 1.00484 
4000 6 0.174449 38 0.0053182 1.00547 
4100 6 0.18935 41 0.0054646 1.00563 
4200 6 0.214756 35 0.00573282 1.00589 
4300 6 0.241911 34 0.00590393 1.00609 
4400 6 0.286226 32 0.00620603 1.00643 
4500 8 0.345103 34 0.00632268 1.00652 
4600 8 0.412394 32 0.00635238 1.00658 
4700 8 0.473802 30 0.00656917 1.0068 
4800 8 0.539653 31 0.00649377 1.00671 
4900 8 0.615186 30 0.00725971 1.00747 
5000 8 0.679715 30 0.00765649 1.00793 
5100 8 0.736327 34 0.00859043 1.00888 
5200 8 0.815248 35 0.0107455 1.01118 
5300 8 0.881668 37 0.0117747 1.01219 
5400 8 0.964128 41 0.0132801 1.0138 
5500 9 1.03552 44 0.0135285 1.01403 
5600 10 1.12199 45 0.0158607 1.01649 
5700 10 1.18481 49 0.0164026 1.01703 
5800 10 1.24182 51 0.0179906 1.01866 
5900 10 1.30038 54 0.0193174 1.02001 
6000 10 1.36611 55 0.0213292 1.0221 
6100 10 1.40344 56 0.0224013 1.02317 
6200 11 1.4375 63 0.0246397 1.02554 
6300 11 1.4733 61 0.0259556 1.02694 
6400 12 1.49625 62 0.0261356 1.02703 
6500 12 1.51754 64 0.0265146 1.02741 
6600 11 1.52692 66 0.0262455 1.0271 
6700 11 1.55488 71 0.0276872 1.02856 
6800 12 1.58196 78 0.0285371 1.02949 
6900 13 1.61121 78 0.0296636 1.03065 
7000 14 1.64528 79 0.0289026 1.02972 
7100 14 1.68571 79 0.0303161 1.03121 
7200 13 1.70546 74 0.0288529 1.02958 
7300 14 1.74835 79 0.0302447 1.03099 
7400 14 1.77383 77 0.029307 1.03001 
7500 14 1.79631 76 0.0268348 1.0274 
7600 14 1.82513 78 0.0263781 1.02696 
7700 13 1.85703 78 0.0253355 1.02594 
7800 15 1.89376 77 0.0251172 1.02587 
7900 15 1.94058 79 0.0272416 1.02799 
8000 15 1.99686 83 0.02921 1.03023 
8100 16 2.04255 85 0.0292387 1.03035 
8200 17 2.09094 91 0.0296399 1.03089 
8300 17 2.13158 92 0.0290574 1.03014 
8400 16 2.17738 87 0.0301917 1.03138 
8500 16 2.211 86 0.0303105 1.03174 
8600 16 2.24547 87 0.031058 1.03239 
8700 16 2.26979 82 0.0335561 1.03494 
8800 19 2.29685 97 0.0352243 1.03701 
8900 18 2.30992 87 0.035799 1.03763 
9000 18 2.32503 98 0.037028 1.03915 
9100 18 2.32258 100 0.0360379 1.03782 
9200 17 2.32573 101 0.0361786 1.03813 
9300 19 2.3295 105 0.0377099 1.03995 
9400 18 2.34111 107 0.0388157 1.04096 
9500 19 2.35725 115 0.0405811 1.04279 
9600 20 2.39411 125 0.0453365 1.04808 
9700 19 2.42643 125 0.0490867 1.05177 
9800 19 2.45254 126 0.0525297 1.05562 
9900 20 2.47917 128 0.0560967 1.05933 
10000 21 2.50291 134 0.0591033 1.06232 
10100 20 2.53345 130 0.0632284 1.06706 
10200 22 2.56708 139 0.0662064 1.07025 
10300 21 2.58943 141 0.0680167 1.07188 
10400 22 2.61159 146 0.0694327 1.07354 
10500 22 2.64133 139 0.0706467 1.07451 
10600 23 2.66949 141 0.0733455 1.07746 
10700 23 2.70473 153 0.0781239 1.08272 
10800 22 2.72572 156 0.0804187 1.08487 
10900 23 2.74051 159 0.0822003 1.08672 
11000 22 2.72657 150 0.0782428 1.08233 
11100 23 2.71661 155 0.0755635 1.07911 
11200 23 2.71127 163 0.0741602 1.07772 
11300 23 2.7307 169 0.0761434 1.08023 
11400 24 2.72297 166 0.0741146 1.07768 
11500 25 2.73129 164 0.0751065 1.07868 
11600 26 2.73702 163 0.0761768 1.07966 
11700 25 2.74713 158 0.077065 1.08068 
11800 23 2.75303 164 0.0787112 1.08256 
11900 24 2.77149 167 0.0819863 1.08608 
12000 23 2.79651 178 0.0861529 1.09111 
12100 24 2.80079 183 0.0866882 1.09149 
12200 24 2.8133 188 0.08827 1.09299 
12300 24 2.82888 187 0.0917429 1.09687 
