# Sat Aug 29 12:07:46 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0871473 2 0 0.0109685 
3200 2 0.166731 2 0 0.0246356 
3300 2 0.265102 2 0 0.0450765 
3400 2 0.382515 2 0 0.074505 
3500 2 0.541599 2 0 0.124301 
3600 2 0.695753 2 0 0.187283 
3700 2 0.82678 2 0 0.260022 
3800 2 0.930856 2 0 0.346449 
3900 2 0.991298 2 0 0.445139 
4000 2 0.991161 2 0 0.555292 
4100 2 0.912875 2 0 0.671995 
4200 2 0.840221 2 0 0.730865 
4300 2 0.845059 2 0 0.727479 
4400 2 0.898412 2 0 0.6854 
4500 2 0.932576 2 0 0.65166 
4600 2 0.935509 2 0 0.648377 
4700 2 0.901347 2 0 0.682767 
4800 2 0.866032 2 0 0.71207 
4900 2 0.836851 2 0 0.733189 
5000 2 0.825775 2 0 0.740643 
5100 2 0.827093 2 0 0.73977 
5200 2 0.835592 2 0 0.734051 
5300 2 0.831296 2 0 0.736962 
5400 2 0.817442 2 0 0.746074 
5500 2 0.828182 2 0 0.739047 
5600 2 0.825598 2 0 0.74076 
5700 2 0.82048 2 0 0.744111 
5800 2 0.811905 2 0 0.749604 
5900 2 0.820709 2 0 0.743962 
6000 2 0.828757 2 0 0.738663 
6100 2 0.835538 2 0 0.734088 
6200 2 0.820213 2 0 0.744284 
6300 2 0.816095 2 0 0.746938 
6400 2 0.839853 2 0 0.73112 
6500 2 0.854585 2 0 0.720635 
6600 2 0.854154 2 0 0.720949 
6700 2 0.850493 2 0 0.723604 
6800 2 0.844805 2 0 0.727658 
6900 2 0.855692 2 0 0.719823 
7000 2 0.856237 2 0 0.719422 
7100 2 0.862046 2 0 0.715097 
7200 2 0.863479 2 0 0.714015 
7300 2 0.863131 2 0 0.714278 
7400 2 0.866429 2 0 0.711766 
7500 2 0.857073 2 0 0.718805 
7600 2 0.853901 2 0 0.721134 
7700 2 0.861708 2 0 0.715351 
7800 2 0.86658 2 0 0.71165 
7900 2 0.875095 2 0 0.704998 
8000 2 0.870692 2 0 0.708468 
8100 2 0.88032 2 0 0.700792 
8200 2 0.874157 2 0 0.705743 
8300 2 0.890055 2 0 0.692681 
8400 2 0.891598 2 0 0.69136 
8500 2 0.900934 2 0 0.68314 
8600 2 0.907252 2 0 0.677339 
8700 2 0.898143 2 0 0.68564 
8800 2 0.890588 2 0 0.692226 
8900 2 0.87403 2 0 0.705844 
9000 2 0.862705 2 0 0.7146 
9100 2 0.877117 2 0 0.703382 
9200 2 0.88462 2 0 0.697255 
9300 2 0.897556 2 0 0.68616 
9400 2 0.908647 2 0 0.67603 
9500 2 0.90519 2 0 0.679255 
9600 2 0.899328 2 0 0.684583 
9700 2 0.892827 2 0 0.690299 
9800 2 0.899184 2 0 0.684712 
9900 2 0.905636 2 0 0.678843 
10000 2 0.912767 2 0 0.672099 
10100 2 0.917514 2 0 0.667446 
10200 2 0.916658 2 0 0.668296 
10300 2 0.918317 2 0 0.666645 
10400 2 0.911348 2 0 0.673464 
10500 2 0.910057 2 0 0.674695 
10600 2 0.903301 2 0 0.680991 
10700 2 0.906084 2 0 0.678427 
10800 2 0.906699 2 0 0.677855 
10900 2 0.913223 2 0 0.671659 
11000 2 0.92455 2 0 0.660281 
11100 2 0.928876 2 0 0.655698 
11200 2 0.933237 2 0 0.650928 
11300 2 0.93325 2 0 0.650913 
11400 2 0.929676 2 0 0.654835 
11500 2 0.909734 2 0 0.675002 
11600 2 0.906622 2 0 0.677926 
11700 2 0.902254 2 0 0.681944 
11800 2 0.914344 2 0 0.670569 
11900 2 0.918072 2 0 0.66689 
12000 2 0.927738 2 0 0.656918 
12100 2 0.926871 2 0 0.65784 
12200 2 0.929603 2 0 0.654914 
12300 2 0.933086 2 0 0.651095 
12400 2 0.926081 2 0 0.658675 
12500 2 0.909937 2 0 0.674809 
12600 2 0.91126 2 0 0.673548 
12700 2 0.909173 2 0 0.675533 
12800 2 0.914108 2 0 0.670799 
12900 2 0.908326 2 0 0.676331 
13000 2 0.906033 2 0 0.678474 
13100 2 0.905008 2 0 0.679423 
13200 2 0.91287 2 0 0.671999 
13300 2 0.916172 2 0 0.668776 
13400 2 0.923425 2 0 0.661449 
13500 2 0.924223 2 0 0.660621 
13600 2 0.930043 2 0 0.654436 
13700 2 0.933197 2 0 0.650972 
13800 2 0.941887 2 0 0.640955 
13900 2 0.940401 2 0 0.642721 
14000 2 0.944388 2 0 0.63793 
14100 2 0.941468 2 0 0.641456 
14200 2 0.929362 2 0 0.655175 
14300 2 0.927412 2 0 0.657264 
14400 2 0.924339 2 0 0.660501 
14500 2 0.926969 2 0 0.657736 
14600 2 0.922122 2 0 0.662791 
14700 2 0.910622 2 0 0.674157 
14800 2 0.911458 2 0 0.673358 
14900 2 0.913511 2 0 0.671379 
15000 2 0.915684 2 0 0.669257 
15100 2 0.925741 2 0 0.659033 
15200 2 0.927628 2 0 0.657035 
15300 2 0.934971 2 0 0.648985 
15400 2 0.936638 2 0 0.647092 
15500 2 0.93728 2 0 0.646357 
15600 2 0.940689 2 0 0.64238 
15700 2 0.939571 2 0 0.643698 
15800 2 0.942859 2 0 0.639788 
15900 2 0.945363 2 0 0.636732 
16000 2 0.930977 2 0 0.65342 
16100 2 0.919254 2 0 0.665705 
16200 2 0.918098 2 0 0.666865 
