# Sat Aug 29 12:07:46 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0852961 2 0 0.0106843 
3200 2 0.171489 2 0 0.0255368 
3300 2 0.290665 2 0 0.0510084 
3400 2 0.464113 2 0 0.0984657 
3500 2 0.685199 2 0 0.182354 
3600 2 0.885226 2 0 0.303249 
3700 2 0.994387 2 0 0.455924 
3800 2 0.950279 2 0 0.630511 
3900 2 0.794437 2 0 0.760363 
4000 2 0.712866 2 0 0.804486 
4100 2 0.792858 2 0 0.761308 
4200 2 0.878676 2 0 0.702126 
4300 2 0.911511 2 0 0.673308 
4400 2 0.890885 2 0 0.691971 
4500 2 0.841833 2 0 0.729743 
4600 2 0.782872 2 0 0.767193 
4700 2 0.77269 2 0 0.773031 
4800 2 0.797222 2 0 0.758684 
4900 2 0.80108 2 0 0.756336 
5000 2 0.814949 2 0 0.747671 
5100 2 0.807897 2 0 0.752122 
5200 2 0.808617 2 0 0.751672 
5300 2 0.798536 2 0 0.757887 
5400 2 0.783043 2 0 0.767094 
5500 2 0.788474 2 0 0.763912 
5600 2 0.80153 2 0 0.756061 
5700 2 0.810125 2 0 0.750726 
5800 2 0.825015 2 0 0.741144 
5900 2 0.827774 2 0 0.739318 
6000 2 0.821327 2 0 0.74356 
6100 2 0.816826 2 0 0.746469 
6200 2 0.81105 2 0 0.750144 
6300 2 0.821937 2 0 0.743162 
6400 2 0.833197 2 0 0.735679 
6500 2 0.845296 2 0 0.727311 
6600 2 0.863789 2 0 0.713779 
6700 2 0.868877 2 0 0.70988 
6800 2 0.855808 2 0 0.719738 
6900 2 0.843501 2 0 0.728576 
7000 2 0.84992 2 0 0.724017 
7100 2 0.851729 2 0 0.722712 
7200 2 0.862214 2 0 0.71497 
7300 2 0.860394 2 0 0.716337 
7400 2 0.877665 2 0 0.702942 
7500 2 0.896636 2 0 0.686974 
7600 2 0.906483 2 0 0.678056 
7700 2 0.906022 2 0 0.678484 
7800 2 0.895665 2 0 0.687828 
7900 2 0.883289 2 0 0.698358 
8000 2 0.888571 2 0 0.693941 
8100 2 0.888756 2 0 0.693785 
8200 2 0.898184 2 0 0.685603 
8300 2 0.901345 2 0 0.682768 
8400 2 0.915135 2 0 0.669796 
8500 2 0.922506 2 0 0.662397 
8600 2 0.918877 2 0 0.666085 
8700 2 0.909935 2 0 0.674811 
8800 2 0.913443 2 0 0.671445 
8900 2 0.908394 2 0 0.676268 
9000 2 0.897616 2 0 0.686107 
9100 2 0.886814 2 0 0.695423 
9200 2 0.873422 2 0 0.706324 
9300 2 0.870336 2 0 0.708746 
9400 2 0.878704 2 0 0.702104 
9500 2 0.890139 2 0 0.692608 
9600 2 0.91115 2 0 0.673654 
9700 2 0.919636 2 0 0.665321 
9800 2 0.939623 2 0 0.643637 
9900 2 0.939456 2 0 0.643832 
10000 2 0.943754 2 0 0.638703 
10100 2 0.94092 2 0 0.642108 
10200 2 0.939874 2 0 0.643342 
10300 2 0.93694 2 0 0.646747 
10400 2 0.918513 2 0 0.66645 
10500 2 0.897869 2 0 0.685883 
10600 2 0.894491 2 0 0.688854 
10700 2 0.905316 2 0 0.679138 
10800 2 0.921902 2 0 0.663017 
10900 2 0.931829 2 0 0.652485 
11000 2 0.940939 2 0 0.642085 
11100 2 0.948306 2 0 0.633044 
11200 2 0.948692 2 0 0.632552 
11300 2 0.942523 2 0 0.640193 
11400 2 0.928974 2 0 0.655593 
11500 2 0.925729 2 0 0.659046 
11600 2 0.931665 2 0 0.652665 
11700 2 0.925777 2 0 0.658995 
11800 2 0.922267 2 0 0.662643 
11900 2 0.923095 2 0 0.66179 
12000 2 0.938239 2 0 0.64525 
12100 2 0.940109 2 0 0.643066 
12200 2 0.939435 2 0 0.643857 
12300 2 0.943514 2 0 0.638995 
12400 2 0.946547 2 0 0.635261 
12500 2 0.946538 2 0 0.635271 
12600 2 0.94062 2 0 0.642462 
12700 2 0.939747 2 0 0.643491 
12800 2 0.943155 2 0 0.63943 
12900 2 0.935218 2 0 0.648706 
13000 2 0.93203 2 0 0.652264 
13100 2 0.910699 2 0 0.674084 
13200 2 0.912095 2 0 0.672747 
13300 2 0.911008 2 0 0.673789 
13400 2 0.937792 2 0 0.645767 
13500 2 0.950407 2 0 0.630345 
13600 2 0.952174 2 0 0.628028 
13700 2 0.954895 2 0 0.624372 
13800 2 0.949721 2 0 0.631232 
13900 2 0.946227 2 0 0.63566 
14000 2 0.934158 2 0 0.649899 
14100 2 0.928056 2 0 0.656578 
14200 2 0.918245 2 0 0.666717 
14300 2 0.918065 2 0 0.666897 
14400 2 0.925434 2 0 0.659355 
14500 2 0.925336 2 0 0.659458 
14600 2 0.92437 2 0 0.660468 
14700 2 0.924234 2 0 0.66061 
14800 2 0.941902 2 0 0.640937 
14900 2 0.942077 2 0 0.640728 
15000 2 0.957514 2 0 0.620746 
15100 2 0.955946 2 0 0.62293 
15200 2 0.959995 2 0 0.617201 
15300 2 0.956692 2 0 0.621896 
15400 2 0.940363 2 0 0.642767 
15500 2 0.923975 2 0 0.660879 
15600 2 0.920731 2 0 0.664212 
15700 2 0.919148 2 0 0.665812 
15800 2 0.937156 2 0 0.646499 
15900 2 0.934758 2 0 0.649226 
16000 2 0.927062 2 0 0.657637 
16100 2 0.913769 2 0 0.671129 
16200 2 0.907839 2 0 0.676789 
