# Sat Sep 12 18:25:42 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 2 0.0249713 2 0 1 
500 2 0.0298389 2 0 1 
600 2 0.0152517 2 0 1 
700 3 0.0181882 5 0.000361036 1.00039 
800 3 0.00850974 7 0.000152516 1.00017 
900 3 0.00979849 7 0.000249698 1.00026 
1000 3 0.0136952 9 0.000423693 1.00045 
1100 3 0.0160789 12 0.000626163 1.00067 
1200 4 0.0207758 15 0.000862918 1.00092 
1300 4 0.0209693 16 0.000799093 1.00084 
1400 4 0.0261831 19 0.00120835 1.00129 
1500 4 0.024046 17 0.000816366 1.00087 
1600 4 0.0253807 17 0.000852985 1.00092 
1700 4 0.0285917 18 0.000753701 1.00079 
1800 4 0.0320017 17 0.00102236 1.00109 
1900 5 0.046212 19 0.00161527 1.00172 
2000 6 0.047394 23 0.00167732 1.0018 
2100 7 0.0515038 23 0.00188452 1.00202 
2200 7 0.0501007 24 0.00170803 1.00182 
2300 8 0.0520766 29 0.0017491 1.00184 
2400 8 0.0505266 28 0.00165927 1.00175 
2500 7 0.0486603 27 0.00161371 1.00171 
2600 6 0.050681 25 0.00173019 1.00184 
2700 7 0.052918 28 0.00189971 1.002 
2800 6 0.0529368 26 0.00176376 1.00184 
2900 6 0.0560642 27 0.00197295 1.00207 
3000 7 0.0558287 29 0.00206752 1.00217 
3100 7 0.0641645 29 0.00282942 1.00297 
3200 6 0.0576957 28 0.00252163 1.00264 
3300 6 0.0608039 28 0.00301259 1.00316 
3400 7 0.0695207 30 0.00363495 1.00384 
3500 7 0.0713826 31 0.00336746 1.00353 
3600 8 0.0753848 34 0.00338555 1.00353 
3700 8 0.0828527 33 0.00374604 1.00393 
3800 6 0.0859523 33 0.0038356 1.00401 
3900 6 0.103277 35 0.00501306 1.00531 
4000 6 0.103122 35 0.00454694 1.00478 
4100 7 0.111159 38 0.00513657 1.0054 
4200 6 0.113825 34 0.0051195 1.00538 
4300 6 0.119509 36 0.00549464 1.00573 
4400 7 0.127516 34 0.00573563 1.00599 
4500 6 0.139899 36 0.00652167 1.0068 
4600 5 0.148528 36 0.00661812 1.00684 
4700 6 0.167296 35 0.00755946 1.00782 
4800 4 0.174868 32 0.00751839 1.00778 
4900 6 0.187702 35 0.00795648 1.00823 
5000 8 0.203485 36 0.00767513 1.00794 
5100 8 0.228316 35 0.00882796 1.00912 
5200 8 0.255215 36 0.00941909 1.00968 
5300 6 0.285267 37 0.0103461 1.01068 
5400 6 0.318366 36 0.0108892 1.01118 
5500 6 0.35398 37 0.00995508 1.01021 
5600 7 0.392091 33 0.0107425 1.01095 
5700 7 0.44343 34 0.0114178 1.0116 
5800 7 0.500683 37 0.0123777 1.0126 
5900 7 0.566249 37 0.0142326 1.01443 
6000 8 0.63935 39 0.0154549 1.01581 
6100 7 0.714243 39 0.0173629 1.01779 
6200 8 0.791918 40 0.0184945 1.01903 
6300 8 0.85986 38 0.0184357 1.01893 
6400 8 0.930666 40 0.0182666 1.01877 
6500 7 1.00145 40 0.0170447 1.01754 
6600 8 1.07141 41 0.0145872 1.01519 
6700 8 1.13686 42 0.0122969 1.01288 
6800 9 1.20171 49 0.0110384 1.01169 
6900 10 1.27577 52 0.0118379 1.01261 
7000 10 1.34027 53 0.0143358 1.01526 
7100 10 1.39317 57 0.0168767 1.01791 
7200 10 1.43316 60 0.0192328 1.02035 
7300 11 1.46739 64 0.0215603 1.02277 
7400 11 1.49022 69 0.0237077 1.0251 
7500 11 1.51945 72 0.0263418 1.02797 
7600 11 1.54997 76 0.0312695 1.03301 
7700 11 1.57578 80 0.0351381 1.03699 
7800 11 1.59779 80 0.0389425 1.04089 
7900 11 1.60644 83 0.0411165 1.0431 
8000 11 1.63602 95 0.0455943 1.04772 
8100 11 1.65602 96 0.0477587 1.0496 
8200 11 1.67346 93 0.0509414 1.05291 
8300 11 1.69092 102 0.0543488 1.05668 
8400 11 1.71543 98 0.0566837 1.05897 
8500 11 1.74041 94 0.058137 1.06036 
8600 11 1.76905 95 0.0580735 1.0601 
8700 11 1.79135 96 0.0587721 1.061 
8800 11 1.81912 97 0.0608093 1.06307 
8900 11 1.85097 104 0.0625871 1.06498 
9000 11 1.88048 106 0.0628746 1.06524 
9100 11 1.88128 104 0.0586097 1.06103 
9200 11 1.89756 106 0.0569381 1.05919 
9300 11 1.91327 110 0.0576116 1.05975 
9400 12 1.92707 109 0.0578556 1.05985 
9500 13 1.95592 115 0.0605202 1.06267 
9600 13 1.98342 117 0.064304 1.06661 
9700 13 2.01876 118 0.0668364 1.06914 
9800 13 2.04441 124 0.068426 1.07091 
9900 13 2.06513 119 0.068022 1.07038 
10000 14 2.10179 122 0.0705568 1.07321 
10100 13 2.14128 117 0.0749803 1.07764 
10200 14 2.1771 120 0.078657 1.08174 
10300 13 2.19505 121 0.0783148 1.08118 
10400 14 2.22552 120 0.0806266 1.08345 
10500 13 2.25973 132 0.0841486 1.08742 
10600 14 2.2998 134 0.0883738 1.0917 
10700 14 2.32895 133 0.0904592 1.09366 
10800 14 2.33987 138 0.0901776 1.09369 
10900 14 2.37343 138 0.0955575 1.09924 
11000 14 2.39892 151 0.0987625 1.10285 
11100 14 2.41609 152 0.0982975 1.10239 
11200 15 2.43881 157 0.100799 1.10518 
11300 13 2.45426 150 0.10146 1.10611 
11400 14 2.46613 157 0.102999 1.10773 
11500 14 2.47677 168 0.103044 1.10791 
11600 14 2.48017 164 0.10245 1.107 
11700 15 2.50465 175 0.106999 1.11198 
11800 15 2.51855 182 0.108892 1.11413 
11900 15 2.54049 177 0.113663 1.11879 
12000 16 2.56989 181 0.120168 1.12556 
12100 16 2.5825 175 0.122274 1.12762 
12200 14 2.60523 186 0.12841 1.13396 
12300 16 2.61079 192 0.128495 1.13461 
