# Mon Aug 31 10:39:22 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0728473 2 0 0.00881743 
3200 2 0.124134 2 0 0.0169807 
3300 2 0.173753 2 0 0.0259686 
3400 2 0.243054 2 0 0.0401662 
3500 2 0.351649 2 0 0.066218 
3600 2 0.450826 2 0 0.0943502 
3700 2 0.567676 2 0 0.133766 
3800 2 0.69105 2 0 0.185073 
3900 2 0.806849 2 0 0.247224 
4000 2 0.91595 2 0 0.331005 
4100 2 0.988651 2 0 0.437368 
4200 2 0.989991 2 0 0.558827 
4300 2 0.916561 2 0 0.668392 
4400 2 0.860334 2 0 0.716382 
4500 2 0.86202 2 0 0.715117 
4600 2 0.913589 2 0 0.671303 
4700 2 0.949337 2 0 0.631727 
4800 2 0.951669 2 0 0.628694 
4900 2 0.922524 2 0 0.662379 
5000 2 0.87469 2 0 0.70532 
5100 2 0.834174 2 0 0.735016 
5200 2 0.832548 2 0 0.736118 
5300 2 0.838678 2 0 0.731932 
5400 2 0.846553 2 0 0.726421 
5500 2 0.851051 2 0 0.723202 
5600 2 0.848269 2 0 0.725199 
5700 2 0.830905 2 0 0.737225 
5800 2 0.82939 2 0 0.73824 
5900 2 0.825426 2 0 0.740873 
6000 2 0.8269 2 0 0.739898 
6100 2 0.821559 2 0 0.743408 
6200 2 0.826707 2 0 0.740026 
6300 2 0.833774 2 0 0.735288 
6400 2 0.829179 2 0 0.738382 
6500 2 0.835437 2 0 0.734156 
6600 2 0.843861 2 0 0.728323 
6700 2 0.858751 2 0 0.717563 
6800 2 0.857985 2 0 0.718131 
6900 2 0.860527 2 0 0.716237 
7000 2 0.864327 2 0 0.71337 
7100 2 0.852866 2 0 0.721888 
7200 2 0.854394 2 0 0.720774 
7300 2 0.844854 2 0 0.727624 
7400 2 0.8548 2 0 0.720477 
7500 2 0.859595 2 0 0.716934 
7600 2 0.872956 2 0 0.706692 
7700 2 0.879054 2 0 0.701821 
7800 2 0.879055 2 0 0.70182 
7900 2 0.877628 2 0 0.702971 
8000 2 0.869797 2 0 0.709166 
8100 2 0.857005 2 0 0.718856 
8200 2 0.86322 2 0 0.71421 
8300 2 0.874061 2 0 0.705819 
8400 2 0.882559 2 0 0.69896 
8500 2 0.887452 2 0 0.694886 
8600 2 0.890068 2 0 0.69267 
8700 2 0.900733 2 0 0.683321 
8800 2 0.888382 2 0 0.694102 
8900 2 0.893039 2 0 0.690116 
9000 2 0.889328 2 0 0.693299 
9100 2 0.888747 2 0 0.693793 
9200 2 0.884722 2 0 0.69717 
9300 2 0.887123 2 0 0.695164 
9400 2 0.897259 2 0 0.686424 
9500 2 0.898303 2 0 0.685497 
9600 2 0.908357 2 0 0.676303 
9700 2 0.904365 2 0 0.680015 
9800 2 0.905334 2 0 0.679121 
9900 2 0.904356 2 0 0.680023 
10000 2 0.903017 2 0 0.68125 
10100 2 0.90559 2 0 0.678885 
10200 2 0.907339 2 0 0.677258 
10300 2 0.91379 2 0 0.671108 
10400 2 0.923812 2 0 0.661048 
10500 2 0.920646 2 0 0.664298 
10600 2 0.919741 2 0 0.665214 
10700 2 0.905966 2 0 0.678537 
10800 2 0.90178 2 0 0.682375 
10900 2 0.89764 2 0 0.686086 
11000 2 0.898791 2 0 0.685063 
11100 2 0.905226 2 0 0.679222 
11200 2 0.91892 2 0 0.666042 
11300 2 0.933118 2 0 0.65106 
11400 2 0.938058 2 0 0.64546 
11500 2 0.937956 2 0 0.645577 
11600 2 0.927963 2 0 0.656677 
11700 2 0.920923 2 0 0.664017 
11800 2 0.917409 2 0 0.667551 
11900 2 0.921754 2 0 0.663168 
12000 2 0.918407 2 0 0.666555 
12100 2 0.925264 2 0 0.659534 
12200 2 0.925262 2 0 0.659536 
12300 2 0.922132 2 0 0.662781 
12400 2 0.92818 2 0 0.656445 
12500 2 0.931647 2 0 0.652685 
12600 2 0.932652 2 0 0.651576 
12700 2 0.931431 2 0 0.652923 
12800 2 0.933532 2 0 0.650599 
12900 2 0.93717 2 0 0.646483 
13000 2 0.936269 2 0 0.647514 
13100 2 0.93348 2 0 0.650657 
13200 2 0.925546 2 0 0.659238 
13300 2 0.910346 2 0 0.67442 
13400 2 0.899112 2 0 0.684776 
13500 2 0.898389 2 0 0.68542 
13600 2 0.915912 2 0 0.669033 
13700 2 0.927316 2 0 0.657367 
13800 2 0.930115 2 0 0.654358 
13900 2 0.923842 2 0 0.661017 
14000 2 0.922575 2 0 0.662327 
14100 2 0.929966 2 0 0.654521 
14200 2 0.932984 2 0 0.651209 
14300 2 0.930071 2 0 0.654407 
14400 2 0.931673 2 0 0.652656 
14500 2 0.920866 2 0 0.664075 
14600 2 0.920378 2 0 0.664571 
14700 2 0.92118 2 0 0.663755 
14800 2 0.918522 2 0 0.666441 
14900 2 0.92637 2 0 0.65837 
15000 2 0.933095 2 0 0.651086 
15100 2 0.938972 2 0 0.644398 
15200 2 0.937333 2 0 0.646296 
15300 2 0.931542 2 0 0.6528 
15400 2 0.924049 2 0 0.660802 
15500 2 0.931368 2 0 0.652992 
15600 2 0.93256 2 0 0.651679 
15700 2 0.934222 2 0 0.649827 
15800 2 0.934337 2 0 0.649699 
15900 2 0.927279 2 0 0.657406 
16000 2 0.92023 2 0 0.66472 
16100 2 0.924626 2 0 0.660201 
16200 2 0.928135 2 0 0.656494 
