# Avida Dominant Parasite Data
# Mon Aug 31 10:39:22 2020
#  1: Update
#  2: Number of Extant Parasites

0 0 
100 0 
200 0 
300 0 
400 0 
500 0 
600 0 
700 0 
800 0 
900 0 
1000 0 
1100 0 
1200 0 
1300 0 
1400 0 
1500 0 
1600 0 
1700 0 
1800 0 
1900 0 
2000 0 
2100 0 
2200 0 
2300 0 
2400 0 
2500 0 
2600 0 
2700 0 
2800 0 
2900 0 
3000 0 
3100 244 
3200 474 
3300 702 
3400 1088 
3500 1807 
3600 2544 
3700 3560 
3800 4808 
3900 6261 
4000 8016 
4100 10136 
4200 12076 
4300 13049 
4400 12743 
4500 11693 
4600 10791 
4700 10446 
4800 10897 
4900 11951 
5000 12877 
5100 13202 
5200 13123 
5300 12933 
5400 12806 
5500 12713 
5600 12885 
5700 13130 
5800 13153 
5900 12864 
6000 12786 
6100 12688 
6200 12523 
6300 12576 
6400 12623 
6500 12319 
6600 12092 
6700 12009 
6800 12078 
6900 11969 
7000 11855 
7100 12046 
7200 12050 
7300 11957 
7400 11606 
7500 11489 
7600 11475 
7700 11435 
7800 11414 
7900 11403 
8000 11506 
8100 11674 
8200 11449 
8300 11120 
8400 10946 
8500 10750 
8600 10721 
8700 10699 
8800 10913 
8900 10805 
9000 10770 
9100 10624 
9200 10616 
9300 10409 
9400 10303 
9500 10187 
9600 10160 
9700 10112 
9800 10063 
9900 10025 
10000 10050 
10100 9919 
10200 9763 
10300 9700 
10400 9572 
10500 9627 
10600 9759 
10700 10051 
10800 10040 
10900 9928 
11000 9782 
11100 9494 
11200 9193 
11300 8985 
11400 9035 
11500 9222 
11600 9595 
11700 9680 
11800 9652 
11900 9543 
12000 9565 
12100 9390 
12200 9382 
12300 9461 
12400 9411 
12500 9261 
12600 9289 
12700 9409 
12800 9496 
12900 9440 
13000 9454 
13100 9668 
13200 9921 
13300 10079 
13400 10060 
13500 9810 
13600 9372 
13700 9057 
13800 8956 
13900 9146 
14000 9263 
14100 9206 
14200 9180 
14300 9340 
14400 9333 
14500 9535 
14600 9546 
14700 9528 
14800 9463 
14900 9354 
15000 9269 
15100 9152 
15200 9257 
15300 9375 
15400 9582 
15500 9462 
15600 9420 
15700 9404 
15800 9430 
15900 9537 
16000 9741 
16100 9610 
16200 9567 
16300 9598 
16400 9612 
16500 9507 
16600 9590 
16700 9554 
16800 9556 
16900 9461 
17000 9460 
17100 9499 
17200 9473 
17300 9484 
17400 9251 
17500 9070 
17600 9127 
17700 9172 
17800 9275 
17900 9410 
18000 9473 
18100 9778 
18200 9955 
18300 10222 
18400 10095 
18500 9882 
18600 9387 
18700 9091 
18800 8919 
18900 8682 
19000 8466 
19100 8613 
19200 8868 
19300 9149 
19400 9270 
19500 9447 
19600 9768 
19700 9889 
19800 9706 
19900 9457 
20000 9135 
20100 9060 
20200 8834 
20300 8748 
20400 8808 
20500 8882 
20600 9052 
20700 9314 
20800 9382 
20900 9503 
21000 9488 
21100 9418 
21200 9574 
21300 9307 
21400 9089 
21500 8898 
21600 8989 
21700 9108 
21800 9440 
21900 9665 
22000 9593 
22100 9472 
22200 9460 
22300 9447 
22400 9375 
22500 9309 
22600 9317 
22700 9473 
22800 9483 
22900 9125 
23000 8949 
23100 8975 
23200 9090 
23300 9120 
23400 9208 
23500 9224 
23600 9370 
23700 9446 
23800 9564 
23900 9641 
24000 9745 
24100 9799 
24200 9809 
24300 9543 
24400 9288 
24500 9050 
24600 8805 
24700 8601 
24800 8594 
24900 8793 
25000 9067 
25100 9459 
25200 9723 
25300 9808 
25400 9689 
25500 9283 
25600 9047 
25700 9057 
25800 8919 
25900 8707 
26000 8694 
26100 8594 
26200 8409 
26300 8555 
26400 8877 
26500 9328 
26600 9497 
26700 9494 
26800 9221 
26900 8887 
27000 8606 
27100 8641 
27200 8671 
27300 8853 
27400 9027 
27500 9275 
27600 9434 
27700 9489 
27800 9676 
27900 9576 
28000 9433 
28100 9045 
28200 8715 
28300 8409 
28400 8059 
28500 8098 
28600 8188 
28700 8478 
28800 9127 
28900 9461 
29000 9716 
29100 9686 
29200 9657 
29300 9438 
29400 9100 
29500 8743 
29600 8569 
29700 8510 
29800 8362 
29900 8232 
30000 8413 
30100 8742 
30200 9060 
30300 9285 
30400 9264 
30500 9326 
30600 9474 
30700 9413 
30800 9337 
30900 9130 
31000 9047 
31100 9043 
31200 9127 
31300 9238 
31400 9139 
31500 8860 
31600 8872 
31700 8996 
31800 9096 
31900 8947 
32000 9026 
32100 9170 
32200 9340 
32300 9497 
32400 9397 
32500 9343 
32600 9188 
32700 9092 
32800 8968 
32900 8988 
33000 8975 
33100 9079 
33200 9235 
33300 9433 
33400 9454 
33500 9359 
33600 9457 
33700 9594 
33800 9510 
33900 9501 
34000 9423 
34100 9272 
34200 9154 
34300 9112 
34400 9225 
34500 9354 
34600 9455 
34700 9401 
34800 9525 
34900 9504 
35000 9862 
35100 10001 
35200 10022 
35300 9742 
35400 9531 
35500 9056 
35600 9028 
35700 8897 
35800 8969 
35900 9182 
36000 9395 
36100 9505 
36200 9426 
36300 9321 
36400 9384 
36500 8994 
36600 8799 
36700 8408 
36800 8354 
36900 8592 
37000 9089 
37100 9436 
37200 9564 
37300 9434 
37400 9264 
37500 8930 
37600 8897 
37700 8924 
37800 9116 
37900 9103 
38000 9186 
38100 9186 
38200 9275 
38300 9286 
38400 9407 
38500 9339 
38600 9210 
38700 8859 
38800 8657 
38900 8636 
39000 8688 
39100 8898 
39200 9058 
39300 9303 
39400 9216 
39500 9019 
39600 8863 
39700 8856 
39800 8954 
39900 9198 
40000 9524 
40100 9638 
40200 9616 
40300 9308 
40400 8972 
40500 8803 
40600 8692 
40700 8871 
40800 8793 
40900 9126 
41000 9381 
41100 9746 
41200 9699 
41300 9694 
41400 9566 
41500 9327 
41600 9086 
41700 8861 
41800 8732 
41900 8970 
42000 9151 
42100 9416 
42200 9759 
42300 9918 
42400 10137 
42500 9916 
42600 9602 
42700 9336 
42800 9195 
42900 9149 
43000 8868 
43100 8860 
43200 8749 
43300 8841 
43400 9025 
43500 9152 
43600 9417 
43700 9489 
43800 9390 
43900 9259 
44000 9248 
44100 9115 
44200 9193 
44300 9154 
44400 9241 
44500 9222 
44600 9255 
44700 9344 
44800 9214 
44900 9101 
45000 8919 
45100 8768 
45200 8560 
45300 8573 
45400 8667 
45500 8902 
45600 9025 
45700 9412 
45800 9570 
45900 9423 
46000 9461 
46100 9255 
46200 9019 
46300 8657 
46400 8454 
46500 8450 
46600 8613 
46700 8901 
46800 9186 
46900 9338 
47000 9595 
47100 9632 
47200 9521 
47300 9287 
47400 9130 
47500 8860 
47600 8682 
47700 8561 
47800 8736 
47900 8968 
48000 9084 
48100 9293 
48200 9565 
48300 9803 
48400 9760 
48500 9583 
48600 9346 
48700 9116 
48800 8925 
48900 8933 
49000 8858 
49100 8978 
49200 8968 
49300 9021 
49400 9191 
49500 9701 
49600 9821 
49700 9810 
49800 9757 
49900 9461 
50000 9268 
50100 9250 
50200 9088 
50300 9016 
50400 8890 
50500 8860 
50600 8764 
50700 8719 
50800 8702 
50900 8797 
51000 8879 
51100 8830 
51200 8888 
51300 9222 
51400 9443 
51500 9672 
51600 9603 
51700 9411 
51800 9135 
51900 8913 
52000 8857 
52100 8786 
52200 8871 
52300 8749 
52400 8623 
52500 8596 
52600 8968 
52700 9340 
52800 9554 
52900 9722 
53000 9918 
53100 9735 
53200 9451 
53300 9040 
53400 8643 
53500 8441 
53600 8333 
53700 8307 
53800 8475 
53900 8741 
54000 9014 
54100 8973 
54200 9222 
54300 9381 
54400 9543 
54500 9627 
54600 9521 
54700 9173 
54800 9026 
54900 9146 
55000 9199 
55100 9051 
55200 9150 
55300 9249 
55400 9370 
55500 9453 
55600 9221 
55700 9112 
55800 8993 
55900 8763 
56000 8609 
56100 8453 
56200 8481 
56300 8823 
56400 9077 
56500 9309 
56600 9269 
56700 9396 
56800 9561 
56900 9586 
57000 9611 
57100 9287 
57200 8840 
57300 8301 
57400 8181 
57500 8276 
57600 8657 
57700 9078 
57800 9529 
57900 9802 
58000 9924 
58100 9841 
58200 9524 
58300 9208 
58400 8937 
58500 8983 
58600 8925 
58700 9120 
58800 8937 
58900 9095 
59000 9370 
59100 9467 
59200 9505 
59300 9347 
59400 9602 
59500 9677 
59600 9513 
59700 9233 
59800 9136 
59900 9234 
60000 9318 
60100 9212 
60200 9108 
60300 9238 
60400 9425 
60500 9649 
60600 9510 
60700 9495 
60800 9446 
60900 9424 
61000 9413 
61100 9377 
61200 9321 
61300 9532 
61400 9715 
61500 9700 
61600 9513 
61700 9313 
61800 9142 
61900 9013 
62000 9169 
62100 9252 
62200 9370 
62300 9431 
62400 9543 
62500 9739 
62600 9649 
62700 9568 
62800 9488 
62900 9424 
63000 9266 
63100 9214 
63200 9223 
63300 9268 
63400 9272 
63500 9024 
63600 9084 
63700 9052 
63800 9267 
63900 9359 
64000 9388 
64100 9347 
64200 9236 
64300 9243 
64400 9238 
64500 9234 
64600 9189 
64700 9045 
64800 8942 
64900 8916 
65000 8838 
65100 9087 
65200 9290 
65300 9462 
65400 9489 
65500 9255 
65600 9364 
65700 9468 
65800 9398 
65900 9241 
66000 9178 
66100 9292 
66200 9293 
66300 9346 
66400 9238 
66500 9292 
66600 9609 
66700 9680 
66800 9773 
66900 9518 
67000 9244 
67100 9132 
67200 9025 
67300 9078 
67400 9315 
67500 9281 
67600 9472 
67700 9303 
67800 9173 
67900 8998 
68000 8921 
68100 9154 
68200 9245 
68300 9454 
68400 9401 
68500 9505 
68600 9406 
68700 9423 
68800 9399 
68900 9157 
69000 8891 
69100 8951 
69200 9086 
69300 9176 
69400 9044 
69500 8986 
69600 8849 
69700 8826 
69800 8856 
69900 9120 
70000 9343 
70100 9611 
70200 9701 
70300 9652 
70400 9430 
70500 9341 
70600 9355 
70700 9296 
70800 9173 
70900 9118 
71000 9212 
71100 9261 
71200 9347 
71300 9407 
71400 9540 
71500 9568 
71600 9614 
71700 9562 
71800 9446 
71900 9091 
72000 9055 
72100 9101 
72200 9212 
72300 9154 
72400 9226 
72500 9323 
72600 9369 
72700 9627 
72800 9731 
72900 9846 
73000 9673 
73100 9410 
73200 9290 
73300 9089 
73400 9108 
73500 9420 
73600 9541 
73700 9812 
73800 9864 
73900 9739 
74000 9650 
74100 9635 
74200 9579 
74300 9418 
74400 9098 
74500 8679 
74600 8594 
74700 8823 
74800 9068 
74900 9260 
75000 9535 
