# Avida Dominant Parasite Data
# Wed Aug 26 16:21:26 2020
#  1: Update
#  2: Number of Extant Parasites

0 0 
100 0 
200 0 
300 0 
400 0 
500 0 
600 0 
700 0 
800 0 
900 0 
1000 0 
1100 0 
1200 0 
1300 0 
1400 0 
1500 0 
1600 0 
1700 0 
1800 0 
1900 0 
2000 0 
2100 0 
2200 0 
2300 0 
2400 0 
2500 0 
2600 0 
2700 0 
2800 0 
2900 0 
3000 0 
3100 263 
3200 530 
3300 927 
3400 1303 
3500 1910 
3600 2428 
3700 2865 
3800 3391 
3900 3926 
4000 4374 
4100 4850 
4200 5244 
4300 5327 
4400 5491 
4500 5773 
4600 6351 
4700 6994 
4800 7196 
4900 7143 
5000 6690 
5100 6390 
5200 6430 
5300 6853 
5400 7779 
5500 8527 
5600 9193 
5700 9803 
5800 10404 
5900 10890 
6000 10920 
6100 10956 
6200 10994 
6300 11207 
6400 11231 
6500 11362 
6600 11532 
6700 11647 
6800 11582 
6900 11295 
7000 11111 
7100 11292 
7200 11414 
7300 11194 
7400 11051 
7500 11004 
7600 10907 
7700 10949 
7800 10987 
7900 10956 
8000 10777 
8100 10686 
8200 10610 
8300 10599 
8400 10484 
8500 10465 
8600 10518 
8700 10437 
8800 10420 
8900 10339 
9000 10135 
9100 9928 
9200 9763 
9300 9853 
9400 10024 
9500 10446 
9600 10463 
9700 10224 
9800 9915 
9900 9809 
10000 9736 
10100 9725 
10200 9817 
10300 9881 
10400 9821 
10500 9786 
10600 9726 
10700 9899 
10800 9952 
10900 9889 
11000 9651 
11100 9543 
11200 9512 
11300 9563 
11400 9610 
11500 9586 
11600 9520 
11700 9627 
11800 9577 
11900 9684 
12000 9647 
12100 9486 
12200 9413 
12300 9383 
12400 9487 
12500 9645 
12600 9644 
12700 9418 
12800 9203 
12900 9231 
13000 9348 
13100 9445 
13200 9416 
13300 9377 
13400 9511 
13500 9417 
13600 9438 
13700 9509 
13800 9470 
13900 9202 
14000 8863 
14100 8576 
14200 8247 
14300 8355 
14400 8545 
14500 8888 
14600 9149 
14700 9305 
14800 9614 
14900 9464 
15000 9368 
15100 9306 
15200 9240 
15300 9235 
15400 9155 
15500 9316 
15600 9333 
15700 9357 
15800 9051 
15900 8878 
16000 8695 
16100 8716 
16200 8822 
16300 8933 
16400 9016 
16500 8925 
16600 8895 
16700 8881 
16800 8813 
16900 8792 
17000 8848 
17100 8846 
17200 8925 
17300 9093 
17400 9237 
17500 9155 
17600 9071 
17700 9078 
17800 9169 
17900 9299 
18000 9107 
18100 8909 
18200 8864 
18300 9014 
18400 9216 
18500 9277 
18600 9295 
18700 9270 
18800 9009 
18900 8901 
19000 8786 
19100 8942 
19200 9136 
19300 9251 
19400 9505 
19500 9441 
19600 9205 
19700 9170 
19800 9025 
19900 9044 
20000 8971 
20100 8988 
20200 9094 
20300 9065 
20400 9220 
20500 9177 
20600 9086 
20700 9083 
20800 8873 
20900 8753 
21000 8719 
21100 8538 
21200 8679 
21300 8703 
21400 9074 
21500 9217 
21600 9277 
21700 9100 
21800 8787 
21900 8617 
22000 8636 
22100 8913 
22200 9039 
22300 9249 
22400 9611 
22500 9860 
22600 10014 
22700 9907 
22800 9601 
22900 9203 
23000 8731 
23100 8534 
23200 8461 
23300 8641 
23400 8857 
23500 9121 
23600 9181 
23700 9120 
23800 9191 
23900 9358 
24000 9556 
24100 9616 
24200 9615 
24300 9459 
24400 9315 
24500 8932 
24600 8671 
24700 8570 
24800 8668 
24900 9093 
25000 9335 
25100 9584 
25200 9695 
25300 9576 
25400 9646 
25500 9828 
25600 9904 
25700 9750 
25800 9538 
25900 9198 
26000 9015 
26100 9054 
26200 9047 
26300 9064 
26400 8989 
26500 8940 
26600 8996 
26700 9133 
26800 9319 
26900 9245 
27000 9380 
27100 9422 
27200 9416 
27300 9321 
27400 9034 
27500 8894 
27600 8532 
27700 8405 
27800 8420 
27900 8667 
28000 8957 
28100 9143 
28200 9548 
28300 9636 
28400 9477 
28500 9320 
28600 9222 
28700 9163 
28800 9187 
28900 8788 
29000 8671 
29100 8640 
29200 8838 
29300 9109 
29400 9185 
29500 9355 
29600 9157 
29700 8986 
29800 8695 
29900 8632 
30000 8528 
30100 8516 
30200 8817 
30300 9120 
30400 9427 
30500 9368 
30600 9132 
30700 8820 
30800 8703 
30900 8832 
31000 8860 
31100 8824 
31200 8672 
31300 8672 
31400 8576 
31500 8623 
31600 8884 
31700 9096 
31800 9245 
31900 9396 
32000 9296 
32100 9103 
32200 9010 
32300 8898 
32400 8654 
32500 8365 
32600 8112 
32700 8129 
32800 8170 
32900 8450 
33000 8619 
33100 8881 
33200 9210 
33300 9316 
33400 9475 
33500 9353 
33600 9110 
33700 8739 
33800 8493 
33900 8557 
34000 8604 
34100 8909 
34200 9050 
34300 9310 
34400 9363 
34500 9346 
34600 9385 
34700 9455 
34800 9446 
34900 9382 
35000 9261 
35100 8938 
35200 8635 
35300 8331 
35400 8411 
35500 8658 
35600 8992 
35700 9224 
35800 9372 
35900 9582 
36000 9659 
36100 9626 
36200 9390 
36300 8993 
36400 8564 
36500 8276 
36600 7924 
36700 7928 
36800 8101 
36900 8640 
37000 9135 
37100 9429 
37200 9625 
37300 9554 
37400 9439 
37500 9479 
37600 9281 
37700 9228 
37800 8977 
37900 8942 
38000 9122 
38100 9254 
38200 9470 
38300 9540 
38400 9464 
38500 9414 
38600 9521 
38700 9488 
38800 9362 
38900 9251 
39000 9237 
39100 9094 
39200 8902 
39300 8802 
39400 8643 
39500 8705 
39600 8691 
39700 8760 
39800 8895 
39900 9230 
40000 9270 
40100 9197 
40200 9226 
40300 9359 
40400 9482 
40500 9731 
40600 9696 
40700 9473 
40800 9381 
40900 9282 
41000 9136 
41100 9182 
41200 9015 
41300 8861 
41400 8792 
41500 8820 
41600 9202 
41700 9441 
41800 9592 
41900 9480 
42000 9263 
42100 9261 
42200 9141 
42300 9133 
42400 9167 
42500 9309 
42600 9294 
42700 9245 
42800 9069 
42900 9211 
43000 9340 
43100 9486 
43200 9265 
43300 9092 
43400 8834 
43500 8781 
43600 8872 
43700 9058 
43800 8987 
43900 8989 
44000 9170 
44100 9366 
44200 9338 
44300 9090 
44400 8919 
44500 8826 
44600 8816 
44700 8762 
44800 8742 
44900 8702 
45000 8786 
45100 9008 
45200 9110 
45300 9048 
45400 9020 
45500 9199 
45600 9223 
45700 8997 
45800 8844 
45900 9091 
46000 9130 
46100 9225 
46200 8959 
46300 8781 
46400 8707 
46500 8594 
46600 8354 
46700 8290 
46800 8164 
46900 8110 
47000 8177 
47100 8630 
47200 9090 
47300 9403 
47400 9257 
47500 9364 
47600 9155 
47700 8983 
47800 8708 
47900 8470 
48000 8476 
48100 8736 
48200 9014 
48300 9426 
48400 9642 
48500 9842 
48600 9740 
48700 9545 
48800 9095 
48900 8624 
49000 8336 
49100 8070 
49200 8131 
49300 8370 
49400 8782 
49500 9089 
49600 9307 
49700 9389 
49800 9473 
49900 9555 
50000 9380 
50100 9231 
50200 8985 
50300 9001 
50400 8986 
50500 9094 
50600 9235 
50700 9129 
50800 8952 
50900 8725 
51000 8585 
51100 8612 
51200 8793 
51300 9047 
51400 9224 
51500 9284 
51600 9280 
51700 9061 
51800 8896 
51900 8853 
52000 9276 
52100 9717 
52200 9767 
52300 9473 
52400 9166 
52500 8996 
52600 8878 
52700 8632 
52800 8615 
52900 8823 
53000 8945 
53100 9103 
53200 9131 
53300 9176 
53400 9144 
53500 9143 
53600 9068 
53700 9050 
53800 9087 
53900 9237 
54000 9340 
54100 9272 
54200 9203 
54300 9024 
54400 8791 
54500 8734 
54600 8896 
54700 9199 
54800 9393 
54900 9251 
55000 9297 
55100 9339 
55200 9254 
55300 9109 
55400 9127 
55500 9036 
55600 8843 
55700 8758 
55800 8730 
55900 8763 
56000 8728 
56100 8773 
56200 8823 
56300 9023 
56400 9237 
56500 9331 
56600 9430 
56700 9434 
56800 9666 
56900 9643 
57000 9499 
57100 9168 
57200 8713 
57300 8417 
57400 8321 
57500 8399 
57600 8574 
57700 8699 
57800 8739 
57900 8830 
58000 8927 
58100 9167 
58200 9343 
58300 9581 
58400 9643 
58500 9676 
58600 9714 
58700 9346 
58800 9086 
58900 9025 
59000 8960 
59100 8694 
59200 8318 
59300 8330 
59400 8424 
59500 8777 
59600 9143 
59700 9402 
59800 9467 
59900 9281 
60000 9183 
60100 8953 
60200 8793 
60300 8677 
60400 8485 
60500 8329 
60600 8175 
60700 8372 
60800 8867 
60900 9071 
61000 9478 
61100 9608 
61200 9736 
61300 9564 
61400 9320 
61500 9001 
61600 8826 
61700 8784 
61800 8389 
61900 8323 
62000 8452 
62100 8960 
62200 9095 
62300 9235 
62400 9228 
62500 9344 
62600 9114 
62700 8953 
62800 8880 
62900 9011 
63000 9019 
63100 9055 
63200 8867 
63300 8878 
63400 8881 
63500 9142 
63600 9233 
63700 9262 
63800 9244 
63900 9276 
64000 9251 
64100 9120 
64200 9012 
64300 8695 
64400 8568 
64500 8548 
64600 8842 
64700 8933 
64800 8827 
64900 8797 
65000 8902 
65100 9138 
65200 9345 
65300 9416 
65400 9593 
65500 9550 
65600 9238 
65700 8968 
65800 9036 
65900 9084 
66000 8921 
66100 8952 
66200 8905 
66300 8904 
66400 9010 
66500 9085 
66600 9364 
66700 9447 
66800 9403 
66900 9284 
67000 9146 
67100 9178 
67200 9083 
67300 8900 
67400 8833 
67500 8719 
67600 8934 
67700 9037 
67800 9096 
67900 8971 
68000 9216 
68100 9241 
68200 9345 
68300 9485 
68400 9570 
68500 9610 
68600 9542 
68700 9601 
68800 9637 
68900 9645 
69000 9641 
69100 9458 
69200 9065 
69300 8823 
69400 8938 
69500 9093 
69600 9392 
69700 9228 
69800 8991 
69900 8843 
70000 9018 
70100 9203 
70200 9255 
70300 9285 
70400 9202 
70500 9302 
70600 9452 
70700 9510 
70800 9515 
70900 9321 
71000 9123 
71100 9013 
71200 9061 
71300 9345 
71400 9678 
71500 9696 
71600 9680 
71700 9485 
71800 9441 
71900 9087 
72000 8790 
72100 8613 
72200 8346 
72300 8436 
72400 8611 
72500 8842 
72600 9068 
72700 9154 
72800 9410 
72900 9185 
73000 9166 
73100 9114 
73200 9315 
73300 9016 
73400 8616 
73500 8228 
73600 8077 
73700 8321 
73800 8456 
73900 8891 
74000 9229 
74100 9439 
74200 9850 
74300 9731 
74400 9669 
74500 9271 
74600 8949 
74700 8813 
74800 8828 
74900 9020 
75000 8988 
