# Fri Sep 25 14:32:51 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 3 0.0776531 3 0 0.0094785 
3200 3 0.109197 4 0 0.0144195 
3300 3 0.137657 4 0 0.0192634 
3400 3 0.157015 5 0 0.0226968 
3500 4 0.207924 6 0 0.032442 
3600 4 0.25403 7 0 0.0422565 
3700 3 0.298665 4 0 0.0528154 
3800 3 0.357039 4 0 0.0673305 
3900 4 0.418672 6 0 0.0841622 
4000 4 0.481549 7 0 0.103448 
4100 4 0.543179 7 0 0.123854 
4200 5 0.614613 8 7.54916e-05 0.150719 
4300 4 0.703155 9 0 0.18848 
4400 4 0.788604 8 0 0.233161 
4500 5 0.877155 11 0 0.292195 
4600 5 0.938084 14 0 0.347898 
4700 4 0.980341 14 0 0.401617 
4800 3 0.998208 15 0 0.441175 
4900 5 1.01401 13 0.000237135 0.470334 
5000 5 1.01894 10 0.000438212 0.486464 
5100 7 1.02482 16 0.000884311 0.488921 
5200 6 1.02036 17 0.00102267 0.477051 
5300 6 1.01678 15 0.000736594 0.460862 
5400 5 1.01371 18 0.000637912 0.460229 
5500 6 1.02179 23 0.000981499 0.464642 
5600 6 1.01801 22 0.001028 0.460202 
5700 7 1.02183 21 0.0012266 0.459898 
5800 7 1.02035 26 0.000880705 0.457922 
5900 6 1.01768 27 0.000926061 0.442462 
6000 6 1.00447 20 0.00078232 0.425044 
6100 6 0.997888 18 0.000736377 0.413549 
6200 6 0.989733 24 0.000637849 0.401845 
6300 6 0.987706 19 0.000687758 0.394822 
6400 5 0.970177 17 0.00083781 0.368439 
6500 5 0.959782 17 0.000884999 0.353508 
6600 5 0.937308 17 0.000683794 0.326561 
6700 5 0.908511 11 0.000291333 0.304686 
6800 5 0.88803 17 9.5648e-05 0.289909 
6900 4 0.864829 14 0 0.266505 
7000 5 0.842128 20 0 0.24852 
7100 7 0.812665 14 9.30233e-05 0.228093 
7200 5 0.794036 15 9.16212e-05 0.212195 
7300 6 0.769024 13 0.000181571 0.194144 
7400 6 0.741397 11 0.000359083 0.177791 
7500 6 0.736436 14 0.000483921 0.171044 
7600 6 0.726726 10 0.000652231 0.163275 
7700 6 0.757205 12 0.00115731 0.166395 
7800 6 0.775759 13 0.00161888 0.167171 
7900 5 0.790401 11 0.00190347 0.168013 
8000 6 0.802036 13 0.0020278 0.16911 
8100 6 0.816544 12 0.00240121 0.171918 
8200 5 0.818328 12 0.00309361 0.172056 
8300 5 0.805446 13 0.00384096 0.168622 
8400 6 0.827471 13 0.00605844 0.174995 
8500 7 0.835421 18 0.00770364 0.178887 
8600 6 0.84067 15 0.00967518 0.180369 
8700 6 0.841891 14 0.011489 0.181618 
8800 7 0.848377 13 0.0138548 0.183677 
8900 6 0.846104 16 0.0144988 0.184205 
9000 5 0.870303 11 0.0167547 0.194113 
9100 6 0.891684 14 0.0186037 0.202859 
9200 5 0.926804 17 0.0218463 0.215449 
9300 6 0.961074 19 0.0264273 0.227723 
9400 6 0.990287 19 0.0318241 0.236357 
9500 10 1.00835 24 0.0379887 0.242693 
9600 10 1.03824 23 0.0456711 0.256135 
9700 10 1.04037 23 0.0523822 0.262612 
9800 10 1.04331 21 0.0567828 0.268058 
9900 10 1.05185 22 0.0619366 0.272747 
10000 10 1.09448 17 0.0735995 0.294533 
10100 10 1.1471 16 0.0867904 0.321355 
10200 10 1.18389 27 0.098414 0.342042 
10300 8 1.20597 19 0.110018 0.360702 
10400 12 1.21682 28 0.115144 0.367343 
10500 13 1.22696 26 0.121408 0.3741 
10600 14 1.23395 26 0.123506 0.377073 
10700 10 1.22313 21 0.126338 0.376227 
10800 9 1.24673 20 0.13377 0.388227 
10900 9 1.26037 20 0.132374 0.386445 
11000 9 1.28873 23 0.13732 0.39893 
11100 11 1.32237 25 0.142359 0.410827 
11200 11 1.33896 23 0.147188 0.41934 
11300 9 1.34269 21 0.147782 0.420849 
11400 8 1.32445 24 0.1513 0.41902 
11500 9 1.3147 26 0.144722 0.403943 
11600 9 1.31125 21 0.144002 0.39745 
11700 12 1.33435 23 0.144363 0.393836 
11800 12 1.36133 24 0.144035 0.392763 
11900 13 1.35952 26 0.143413 0.38774 
12000 12 1.40791 24 0.146512 0.397552 
12100 10 1.42052 20 0.149714 0.401691 
12200 12 1.447 26 0.150417 0.404803 
12300 13 1.42115 24 0.143625 0.389795 
12400 17 1.41336 29 0.141267 0.383121 
12500 15 1.44391 26 0.144643 0.390125 
12600 15 1.45432 26 0.143393 0.388577 
12700 15 1.4318 28 0.140775 0.381171 
12800 14 1.46151 28 0.148051 0.393534 
12900 17 1.48375 30 0.149998 0.398695 
13000 15 1.50837 30 0.154373 0.407514 
13100 15 1.48843 31 0.151104 0.399159 
13200 16 1.50375 34 0.151325 0.399845 
13300 16 1.50006 32 0.15336 0.400127 
13400 15 1.48201 28 0.151986 0.394873 
13500 17 1.4892 30 0.155096 0.400715 
13600 15 1.49469 37 0.156592 0.403784 
13700 14 1.49945 34 0.157631 0.40587 
13800 14 1.51047 33 0.164851 0.418913 
13900 15 1.52098 33 0.170656 0.430156 
14000 15 1.54867 30 0.175658 0.443143 
14100 15 1.53096 30 0.177372 0.442407 
14200 16 1.50945 33 0.18064 0.44231 
14300 16 1.50641 36 0.182403 0.443738 
14400 15 1.45922 41 0.177076 0.428107 
14500 16 1.43882 39 0.175492 0.42219 
