# Fri Sep 25 15:25:47 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 1 
200 1 0 1 0 1 
300 1 0 1 0 1 
400 1 0 1 0 1 
500 1 0 1 0 1 
600 2 0.0038605 2 0 1 
700 2 0.0093987 4 0 1 
800 2 0.00981469 7 0 1 
900 2 0.0226185 7 0 1 
1000 2 0.0179147 9 0 1 
1100 2 0.012944 10 0 1 
1200 2 0.016296 11 0 1 
1300 2 0.0198399 11 0 1 
1400 2 0.0208921 12 0 1 
1500 2 0.020995 12 0 1 
1600 2 0.0221037 13 0 1 
1700 3 0.0256069 15 0 1 
1800 4 0.0296571 16 0 1 
1900 3 0.031493 14 0 1 
2000 4 0.0331196 16 0.00012017 1.00013 
2100 5 0.0319028 17 0.000230873 1.00025 
2200 5 0.0335884 19 0.000450374 1.00048 
2300 5 0.0386842 19 0.000509883 1.00055 
2400 5 0.0362889 19 0.000319099 1.00034 
2500 5 0.0402688 21 0.000559137 1.0006 
2600 6 0.0420177 24 0.0006586 1.0007 
2700 6 0.0482652 24 0.000683239 1.00073 
2800 7 0.0510325 27 0.000811294 1.00086 
2900 7 0.053999 27 0.00107634 1.00114 
3000 7 0.0582892 30 0.0012686 1.00135 
3100 8 0.0667243 32 0.00158988 1.00169 
3200 8 0.0703694 35 0.00177502 1.00189 
3300 8 0.0723533 30 0.00200454 1.00213 
3400 8 0.0722003 34 0.00195454 1.00208 
3500 8 0.0764731 38 0.00224228 1.00238 
3600 8 0.0773614 33 0.00218917 1.00232 
3700 8 0.0878216 35 0.00230877 1.00242 
3800 8 0.0925716 38 0.00237896 1.00251 
3900 8 0.10532 35 0.00314872 1.00333 
4000 8 0.113684 36 0.00352461 1.00373 
4100 8 0.12848 43 0.00412174 1.0044 
4200 8 0.143692 44 0.00401811 1.00427 
4300 8 0.151245 43 0.00429327 1.00455 
4400 8 0.153076 43 0.00331457 1.00351 
4500 8 0.170318 41 0.003858 1.00408 
4600 8 0.193052 38 0.00481403 1.00513 
4700 8 0.223614 44 0.0050745 1.00537 
4800 8 0.250719 40 0.0046168 1.00487 
4900 8 0.285429 41 0.00452541 1.00476 
5000 8 0.331875 35 0.00403026 1.00422 
5100 8 0.391869 35 0.00358 1.00376 
5200 7 0.460603 36 0.00385423 1.00407 
5300 8 0.531233 32 0.00487292 1.00517 
5400 8 0.60019 31 0.00559393 1.00593 
5500 8 0.66786 32 0.00629127 1.00665 
5600 7 0.752913 31 0.00692221 1.00732 
5700 8 0.847469 34 0.00826679 1.00875 
5800 9 0.942182 38 0.00843649 1.00891 
5900 10 1.04096 39 0.00883073 1.00937 
6000 11 1.14125 40 0.00875844 1.00931 
6100 12 1.2424 44 0.0102414 1.01087 
6200 12 1.32405 45 0.0114816 1.01214 
6300 12 1.41141 48 0.0127966 1.01352 
6400 11 1.49047 53 0.0148247 1.01564 
6500 12 1.56108 55 0.0154669 1.01635 
6600 12 1.63158 56 0.0182651 1.01929 
6700 12 1.67758 61 0.019238 1.02018 
6800 11 1.72659 70 0.0220035 1.02314 
6900 12 1.77012 67 0.0258163 1.02715 
7000 13 1.80993 72 0.0284747 1.02992 
7100 12 1.82626 75 0.0287451 1.03013 
7200 12 1.84893 77 0.0316537 1.03306 
7300 11 1.88027 80 0.0343484 1.03594 
7400 12 1.88935 85 0.0344124 1.03591 
7500 12 1.91678 87 0.0360479 1.03754 
7600 13 1.92542 89 0.0352163 1.03668 
7700 13 1.9301 90 0.0343972 1.03593 
7800 13 1.93995 95 0.0336981 1.03521 
7900 12 1.94145 94 0.0327257 1.0341 
8000 12 1.96989 93 0.0360504 1.03761 
8100 12 1.99027 95 0.0362724 1.03771 
8200 12 2.00957 100 0.0369209 1.03851 
8300 12 2.04064 104 0.0384835 1.04011 
8400 12 2.0608 105 0.0393478 1.04115 
8500 12 2.06871 107 0.0390487 1.04073 
8600 13 2.08341 106 0.0385503 1.04025 
8700 12 2.10422 106 0.0406179 1.04243 
8800 12 2.13506 109 0.0437418 1.04571 
8900 12 2.16272 111 0.0475937 1.04964 
9000 12 2.18263 118 0.0496879 1.0516 
9100 12 2.19229 121 0.0501035 1.05195 
9200 13 2.2111 123 0.0530296 1.05509 
9300 14 2.23673 125 0.0562094 1.05851 
9400 14 2.24516 124 0.0563464 1.05877 
9500 13 2.26518 133 0.0602994 1.06298 
9600 13 2.26889 134 0.0586765 1.06115 
9700 13 2.284 134 0.0600225 1.06246 
9800 14 2.30069 135 0.0611799 1.06345 
9900 14 2.31845 135 0.0632486 1.06587 
10000 14 2.33052 137 0.065203 1.06784 
10100 15 2.34583 136 0.0656247 1.06846 
10200 15 2.35962 143 0.0680546 1.07079 
10300 15 2.37457 149 0.0699805 1.07271 
10400 15 2.39792 164 0.0732147 1.07625 
10500 15 2.42707 164 0.0791951 1.08242 
10600 15 2.43269 161 0.0796306 1.08294 
10700 15 2.44254 161 0.0804717 1.08383 
10800 16 2.46911 166 0.0857084 1.08933 
10900 17 2.47549 167 0.0869711 1.09056 
11000 16 2.48579 162 0.0891907 1.09286 
11100 17 2.49987 165 0.0915737 1.09527 
11200 18 2.50467 171 0.0922837 1.0959 
11300 17 2.51948 173 0.094029 1.09778 
11400 18 2.52523 170 0.0939758 1.09802 
11500 17 2.53927 176 0.0978122 1.10211 
11600 17 2.54492 183 0.0989686 1.10328 
11700 16 2.55274 191 0.100016 1.10445 
11800 16 2.56661 187 0.104288 1.10878 
11900 17 2.56749 188 0.103772 1.10816 
12000 17 2.58367 189 0.107756 1.11254 
12100 17 2.59784 205 0.110033 1.11512 
12200 17 2.60266 198 0.111236 1.11646 
12300 17 2.61324 205 0.111081 1.11675 
12400 17 2.619 207 0.112493 1.11844 
12500 17 2.62584 207 0.114458 1.12068 
12600 16 2.62742 210 0.114438 1.12044 
12700 18 2.64297 214 0.118095 1.1244 
