# Avida Dominant Parasite Data
# Tue Aug 25 19:34:32 2020
#  1: Update
#  2: Number of Extant Parasites

0 0 
100 0 
200 0 
300 0 
400 0 
500 0 
600 0 
700 0 
800 0 
900 0 
1000 0 
1100 0 
1200 0 
1300 0 
1400 0 
1500 0 
1600 0 
1700 0 
1800 0 
1900 0 
2000 0 
2100 0 
2200 0 
2300 0 
2400 0 
2500 0 
2600 0 
2700 0 
2800 0 
2900 0 
3000 0 
3100 352 
3200 811 
3300 1459 
3400 2158 
3500 2973 
3600 3578 
3700 4161 
3800 4879 
3900 5575 
4000 6157 
4100 6953 
4200 7382 
4300 7743 
4400 8260 
4500 8597 
4600 8884 
4700 9252 
4800 9284 
4900 9570 
5000 9995 
5100 10793 
5200 11622 
5300 12179 
5400 12279 
5500 12015 
5600 11910 
5700 12219 
5800 12438 
5900 12420 
6000 12338 
6100 12056 
6200 11804 
6300 11446 
6400 11568 
6500 11484 
6600 11450 
6700 11080 
6800 10703 
6900 10363 
7000 9969 
7100 9803 
7200 9765 
7300 9815 
7400 9885 
7500 9569 
7600 9630 
7700 9652 
7800 9741 
7900 9484 
8000 9414 
8100 9176 
8200 9138 
8300 8958 
8400 8974 
8500 8863 
8600 8920 
8700 8868 
8800 8835 
8900 8854 
9000 8972 
9100 8887 
9200 8482 
9300 8172 
9400 7965 
9500 7992 
9600 8035 
9700 8084 
9800 8407 
9900 8552 
10000 8992 
10100 9051 
10200 8805 
10300 8609 
10400 8225 
10500 8110 
10600 7901 
10700 7872 
10800 7870 
10900 7842 
11000 7861 
11100 7828 
11200 7973 
11300 8041 
11400 8173 
11500 8329 
11600 8483 
11700 8613 
11800 8500 
11900 8605 
12000 8524 
12100 8311 
12200 8145 
12300 7922 
12400 7772 
12500 7702 
12600 7784 
12700 7975 
12800 8115 
12900 8369 
13000 8610 
13100 8496 
13200 8205 
13300 7755 
13400 7507 
13500 7484 
13600 7716 
13700 8068 
13800 8568 
13900 8856 
14000 8954 
14100 9003 
14200 8836 
14300 8558 
14400 8292 
14500 8211 
14600 8025 
14700 7962 
14800 7925 
14900 8170 
15000 8290 
15100 8231 
15200 8128 
15300 7895 
15400 7756 
15500 7975 
15600 8192 
15700 8343 
15800 8495 
15900 8456 
16000 8232 
16100 7774 
16200 7812 
16300 7755 
16400 7795 
16500 7968 
16600 8006 
16700 8295 
16800 8404 
16900 8350 
17000 8231 
17100 8149 
17200 8092 
17300 8154 
17400 8128 
17500 7934 
17600 7892 
17700 7926 
17800 7871 
17900 7944 
18000 8084 
18100 8237 
18200 8327 
18300 8248 
18400 8103 
18500 7989 
18600 8177 
18700 8292 
18800 8474 
18900 8534 
19000 8523 
19100 8434 
19200 8453 
19300 8486 
19400 8426 
19500 8403 
19600 8327 
19700 8233 
19800 8261 
19900 8333 
20000 8500 
20100 8512 
20200 8561 
20300 8452 
20400 8520 
20500 8593 
20600 8714 
20700 8499 
20800 8375 
20900 8265 
21000 8357 
21100 8578 
21200 8596 
21300 8522 
21400 8508 
21500 8547 
21600 8527 
21700 8405 
21800 8465 
21900 8341 
22000 8042 
22100 7784 
22200 7554 
22300 7689 
22400 7840 
22500 8210 
22600 8263 
22700 8526 
22800 8661 
22900 8769 
23000 8678 
23100 8555 
23200 8432 
23300 7991 
23400 7778 
23500 7571 
23600 7563 
23700 7760 
23800 7926 
23900 8225 
24000 8406 
24100 8692 
24200 8937 
24300 8927 
24400 8848 
24500 8406 
24600 8163 
24700 7861 
24800 7585 
24900 7486 
25000 7433 
25100 7579 
25200 7612 
25300 7899 
25400 8213 
25500 8504 
25600 8650 
25700 8547 
25800 8590 
25900 8377 
26000 8307 
26100 8240 
26200 8036 
26300 7920 
26400 7982 
26500 8411 
26600 8548 
26700 8494 
26800 8214 
26900 8129 
27000 8073 
27100 8078 
27200 8113 
27300 8116 
27400 8231 
27500 8142 
27600 8019 
27700 7739 
27800 7510 
27900 7507 
28000 7492 
28100 7618 
28200 7549 
28300 7628 
28400 7660 
28500 7798 
28600 8126 
28700 8363 
28800 8591 
28900 8824 
29000 8792 
29100 8695 
29200 8360 
29300 8321 
29400 8094 
29500 7836 
29600 7791 
29700 7725 
29800 7871 
29900 7916 
30000 7909 
30100 7989 
30200 8089 
30300 8206 
30400 8154 
30500 8145 
30600 7979 
30700 7660 
30800 7484 
30900 7464 
31000 7486 
31100 7534 
31200 7663 
31300 7857 
31400 8182 
31500 8327 
31600 8404 
31700 8276 
31800 8197 
31900 7881 
32000 7451 
32100 7250 
32200 7119 
32300 7366 
32400 7673 
32500 7737 
32600 7899 
32700 8189 
32800 8396 
32900 8501 
33000 8263 
33100 8281 
33200 8159 
33300 8173 
33400 7967 
33500 7503 
33600 7438 
33700 7456 
33800 7578 
33900 7619 
34000 7521 
34100 7406 
34200 7485 
34300 7783 
34400 7987 
34500 8135 
34600 8271 
34700 8206 
34800 8036 
34900 7799 
35000 7664 
35100 7554 
35200 7579 
35300 7891 
35400 8151 
35500 8565 
35600 8461 
35700 8532 
35800 8039 
35900 7890 
36000 7850 
36100 7821 
36200 7843 
36300 7812 
36400 8039 
36500 8351 
36600 8469 
36700 8437 
36800 8284 
36900 8137 
37000 7991 
37100 7866 
37200 7778 
37300 7838 
37400 7883 
37500 8053 
37600 8260 
37700 8292 
37800 8125 
37900 8010 
38000 7938 
38100 7882 
38200 7740 
38300 7683 
38400 7769 
38500 7939 
38600 7970 
38700 8147 
38800 8002 
38900 7892 
39000 7894 
39100 7949 
39200 7866 
39300 7904 
39400 7925 
39500 7907 
39600 8009 
39700 8040 
39800 8042 
39900 8023 
40000 8031 
40100 7937 
40200 7950 
40300 7988 
40400 8235 
40500 8344 
40600 8513 
40700 8292 
40800 8185 
40900 7802 
41000 7736 
41100 7713 
41200 7872 
41300 8134 
41400 8228 
41500 8343 
41600 8350 
41700 8431 
41800 8357 
41900 7901 
42000 7743 
42100 7549 
42200 7495 
42300 7701 
42400 7943 
42500 8186 
42600 8440 
42700 8731 
42800 8706 
42900 8650 
43000 8644 
43100 8386 
43200 8363 
43300 8098 
43400 8082 
43500 7935 
43600 7792 
43700 7979 
43800 8063 
43900 8176 
44000 8196 
44100 8449 
44200 8612 
44300 8658 
44400 8541 
44500 8441 
44600 8390 
44700 7971 
44800 7659 
44900 7389 
45000 7215 
45100 7157 
45200 7351 
45300 7600 
45400 8124 
45500 8590 
45600 9040 
45700 9371 
45800 9339 
45900 9176 
46000 8686 
46100 8275 
46200 7840 
46300 7516 
46400 7311 
46500 7319 
46600 7600 
46700 7863 
46800 8056 
46900 8249 
47000 8587 
47100 8996 
47200 9027 
47300 8950 
47400 8561 
47500 7957 
47600 7434 
47700 7088 
47800 6967 
47900 7295 
48000 7554 
48100 8036 
48200 8264 
48300 8593 
48400 8761 
48500 8565 
48600 8576 
48700 8342 
48800 8175 
48900 7784 
49000 7422 
49100 7412 
49200 7426 
49300 7593 
49400 7944 
49500 8248 
49600 8550 
49700 8567 
49800 8498 
49900 8174 
50000 7840 
50100 7572 
50200 7320 
50300 7309 
50400 7461 
50500 7738 
50600 8137 
50700 8437 
50800 8713 
50900 8931 
51000 8927 
51100 8814 
51200 8351 
51300 7963 
51400 7734 
51500 7510 
51600 7305 
51700 7363 
51800 7606 
51900 7757 
52000 7694 
52100 7927 
52200 8153 
52300 8201 
52400 8088 
52500 8118 
52600 8189 
52700 8457 
52800 8631 
52900 8687 
53000 8345 
53100 7913 
53200 7639 
53300 7380 
53400 7459 
53500 7419 
53600 7604 
53700 7628 
53800 7963 
53900 8420 
54000 8617 
54100 8890 
54200 8778 
54300 8662 
54400 8129 
54500 7921 
54600 7881 
54700 7940 
54800 7953 
54900 7905 
55000 7870 
55100 7961 
55200 8139 
55300 8341 
55400 8396 
55500 8514 
55600 8478 
55700 8472 
55800 8546 
55900 8507 
56000 8301 
56100 7948 
56200 7591 
56300 7310 
56400 7226 
56500 7543 
56600 7905 
56700 8373 
56800 8680 
56900 8817 
57000 8675 
57100 8434 
57200 8147 
57300 7828 
57400 7682 
57500 7526 
57600 7520 
57700 7584 
57800 7606 
57900 7695 
58000 8034 
58100 8282 
58200 8586 
58300 8424 
58400 8313 
58500 8036 
58600 7626 
58700 7551 
58800 7684 
58900 7919 
59000 8097 
59100 8348 
59200 8325 
59300 8356 
59400 8369 
59500 8273 
59600 8171 
59700 8060 
59800 8082 
59900 8151 
60000 8356 
60100 8414 
60200 8356 
60300 7916 
60400 7722 
60500 7769 
60600 7824 
60700 8061 
60800 8141 
60900 8097 
61000 8181 
61100 8118 
61200 8180 
61300 7992 
61400 8008 
61500 7815 
61600 7580 
61700 7211 
61800 6985 
61900 6975 
62000 7375 
62100 7911 
62200 8548 
62300 9014 
62400 9201 
62500 9292 
62600 8995 
62700 8555 
62800 8077 
62900 7562 
63000 7316 
63100 7076 
63200 7492 
63300 7915 
63400 8372 
63500 8580 
63600 8656 
63700 8516 
63800 8156 
63900 7812 
64000 7782 
64100 7752 
64200 7866 
64300 7937 
64400 8184 
64500 8366 
64600 8598 
64700 8322 
64800 8103 
64900 7980 
65000 7965 
65100 7839 
65200 7644 
65300 7654 
65400 7729 
65500 7946 
65600 7922 
65700 8063 
65800 8069 
65900 8140 
66000 8283 
66100 8259 
66200 8084 
66300 7862 
66400 8016 
66500 8203 
66600 8297 
66700 8504 
66800 8528 
66900 8578 
67000 8369 
67100 8324 
67200 8141 
67300 8320 
67400 8251 
67500 8023 
67600 7635 
67700 7419 
67800 7059 
67900 7101 
68000 7191 
68100 7483 
68200 7607 
68300 7841 
68400 8106 
68500 8533 
68600 8769 
68700 8875 
68800 9069 
68900 9049 
69000 9004 
69100 8664 
69200 8292 
69300 8026 
69400 7618 
69500 7524 
69600 7490 
69700 7568 
69800 7787 
69900 7921 
70000 8097 
70100 8173 
70200 8201 
70300 8320 
70400 8244 
70500 8117 
70600 7979 
70700 7948 
70800 7950 
70900 7710 
71000 7394 
71100 7307 
71200 7398 
71300 7446 
71400 7476 
71500 7492 
71600 7722 
71700 7910 
71800 8274 
71900 8361 
72000 8544 
72100 8640 
72200 8488 
72300 8286 
72400 8060 
72500 7902 
72600 7647 
72700 7557 
72800 7607 
72900 7784 
73000 8290 
73100 8546 
73200 8685 
73300 8626 
73400 8378 
73500 8450 
73600 8368 
73700 8434 
73800 8258 
73900 8338 
74000 8418 
74100 8561 
74200 8599 
74300 8611 
74400 8459 
74500 8396 
74600 8050 
74700 7760 
74800 7706 
74900 7714 
75000 7838 
