# Tue Aug 25 19:34:32 2020
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
100 1 0 1 0 0 
200 1 0 1 0 0 
300 1 0 1 0 0 
400 1 0 1 0 0 
500 1 0 1 0 0 
600 1 0 1 0 0 
700 1 0 1 0 0 
800 1 0 1 0 0 
900 1 0 1 0 0 
1000 1 0 1 0 0 
1100 1 0 1 0 0 
1200 1 0 1 0 0 
1300 1 0 1 0 0 
1400 1 0 1 0 0 
1500 1 0 1 0 0 
1600 1 0 1 0 0 
1700 1 0 1 0 0 
1800 1 0 1 0 0 
1900 1 0 1 0 0 
2000 1 0 1 0 0 
2100 1 0 1 0 0 
2200 1 0 1 0 0 
2300 1 0 1 0 0 
2400 1 0 1 0 0 
2500 1 0 1 0 0 
2600 1 0 1 0 0 
2700 1 0 1 0 0 
2800 1 0 1 0 0 
2900 1 0 1 0 0 
3000 1 0 1 0 0 
3100 2 0.0978334 2 0 0.0126412 
3200 2 0.189769 2 0 0.0290824 
3300 2 0.298063 2 0 0.0527733 
3400 2 0.400002 2 0 0.0793832 
3500 2 0.498629 2 0 0.109574 
3600 2 0.572319 2 0 0.135495 
3700 2 0.638777 2 0 0.161875 
3800 2 0.711439 2 0 0.194816 
3900 2 0.776502 2 0 0.229136 
4000 2 0.832035 2 0 0.263535 
4100 2 0.891866 2 0 0.308871 
4200 2 0.934285 2 0 0.350243 
4300 2 0.967053 2 0 0.393551 
4400 2 0.990954 2 0 0.444067 
4500 2 0.999427 2 0 0.485907 
4600 2 0.998092 2 0 0.525711 
4700 2 0.988071 2 0 0.564209 
4800 2 0.982988 2 0 0.576633 
4900 2 0.980058 2 0 0.582943 
5000 2 0.970489 2 0 0.600786 
5100 2 0.944088 2 0 0.638297 
5200 2 0.89615 2 0 0.687401 
5300 2 0.852174 2 0 0.72239 
5400 2 0.829388 2 0 0.738242 
5500 2 0.843551 2 0 0.72854 
5600 2 0.852984 2 0 0.721802 
5700 2 0.840562 2 0 0.730628 
5800 2 0.82612 2 0 0.740415 
5900 2 0.820342 2 0 0.7442 
6000 2 0.829524 2 0 0.738151 
6100 2 0.841709 2 0 0.729829 
6200 2 0.839928 2 0 0.731068 
6300 2 0.852302 2 0 0.722297 
6400 2 0.839622 2 0 0.73128 
6500 2 0.836856 2 0 0.733186 
6600 2 0.835589 2 0 0.734053 
6700 2 0.833719 2 0 0.735326 
6800 2 0.845771 2 0 0.726975 
6900 2 0.862354 2 0 0.714865 
7000 2 0.874707 2 0 0.705307 
7100 2 0.886852 2 0 0.695391 
7200 2 0.892612 2 0 0.690486 
7300 2 0.888151 2 0 0.694297 
7400 2 0.890588 2 0 0.692225 
7500 2 0.903148 2 0 0.681131 
7600 2 0.898162 2 0 0.685623 
7700 2 0.891092 2 0 0.691794 
7800 2 0.87833 2 0 0.702406 
7900 2 0.889919 2 0 0.692797 
8000 2 0.886776 2 0 0.695455 
8100 2 0.901081 2 0 0.683007 
8200 2 0.899765 2 0 0.684192 
8300 2 0.912357 2 0 0.672495 
8400 2 0.910809 2 0 0.673979 
8500 2 0.920718 2 0 0.664226 
8600 2 0.915064 2 0 0.669865 
8700 2 0.908997 2 0 0.675699 
8800 2 0.914418 2 0 0.670497 
8900 2 0.905732 2 0 0.678753 
9000 2 0.888281 2 0 0.694187 
9100 2 0.888911 2 0 0.693653 
9200 2 0.908002 2 0 0.676637 
9300 2 0.922181 2 0 0.662731 
9400 2 0.933139 2 0 0.651036 
9500 2 0.938472 2 0 0.64498 
9600 2 0.940813 2 0 0.642234 
9700 2 0.951882 2 0 0.628414 
9800 2 0.940007 2 0 0.643186 
9900 2 0.93629 2 0 0.64749 
10000 2 0.911131 2 0 0.673671 
10100 2 0.900968 2 0 0.683109 
10200 2 0.904971 2 0 0.679457 
10300 2 0.901064 2 0 0.683022 
10400 2 0.919623 2 0 0.665333 
10500 2 0.921308 2 0 0.663625 
10600 2 0.930102 2 0 0.654373 
10700 2 0.927383 2 0 0.657296 
10800 2 0.925117 2 0 0.659688 
10900 2 0.933571 2 0 0.650555 
11000 2 0.933315 2 0 0.650841 
11100 2 0.942277 2 0 0.640489 
11200 2 0.945082 2 0 0.637078 
11300 2 0.946434 2 0 0.635402 
11400 2 0.942965 2 0 0.639659 
11500 2 0.935354 2 0 0.648553 
11600 2 0.932935 2 0 0.651263 
11700 2 0.923122 2 0 0.661763 
11800 2 0.922468 2 0 0.662436 
11900 2 0.91421 2 0 0.670699 
12000 2 0.903924 2 0 0.68042 
12100 2 0.910316 2 0 0.67445 
12200 2 0.916963 2 0 0.667994 
12300 2 0.927736 2 0 0.65692 
12400 2 0.937134 2 0 0.646524 
12500 2 0.944014 2 0 0.638387 
12600 2 0.944672 2 0 0.637582 
12700 2 0.94178 2 0 0.641084 
12800 2 0.942007 2 0 0.640813 
12900 2 0.922207 2 0 0.662705 
13000 2 0.904412 2 0 0.679972 
13100 2 0.89717 2 0 0.686502 
13200 2 0.908319 2 0 0.676339 
13300 2 0.931529 2 0 0.652815 
13400 2 0.949139 2 0 0.631981 
13500 2 0.960903 2 0 0.615875 
13600 2 0.960805 2 0 0.61602 
13700 2 0.954386 2 0 0.625066 
13800 2 0.940877 2 0 0.642158 
13900 2 0.926683 2 0 0.658039 
14000 2 0.920015 2 0 0.664938 
14100 2 0.907445 2 0 0.677158 
14200 2 0.908557 2 0 0.676114 
14300 2 0.911028 2 0 0.67377 
14400 2 0.915856 2 0 0.669088 
14500 2 0.918663 2 0 0.666299 
14600 2 0.929859 2 0 0.654636 
14700 2 0.936619 2 0 0.647115 
14800 2 0.939421 2 0 0.643873 
14900 2 0.93009 2 0 0.654385 
15000 2 0.922275 2 0 0.662635 
15100 2 0.921884 2 0 0.663036 
15200 2 0.927999 2 0 0.656639 
15300 2 0.939422 2 0 0.643872 
15400 2 0.948775 2 0 0.632446 
15500 2 0.940886 2 0 0.642148 
15600 2 0.935376 2 0 0.648528 
15700 2 0.924751 2 0 0.660071 
15800 2 0.908219 2 0 0.676432 
15900 2 0.91094 2 0 0.673854 
16000 2 0.911919 2 0 0.672917 
16100 2 0.930055 2 0 0.654424 
16200 2 0.936742 2 0 0.646973 
